timestamp,pqr_x,pqr_y,pqr_z,acc_x,acc_y,acc_z
1760391030026416,-0.000926,-0.002716,-0.002201,0.405234,-5.545122,-7.976945
1760391030027374,0.001534,-0.001034,-0.002197,0.409898,-5.543496,-7.962610
1760391030028333,-0.002948,-0.001893,-0.003034,0.411394,-5.545094,-7.960942
1760391030029291,-0.001374,0.001828,-0.002254,0.419525,-5.540344,-7.975247
1760391030030408,-0.002132,0.000576,-0.001389,0.411663,-5.546745,-7.978487
1760391030031365,0.000731,-0.001476,-0.003015,0.411660,-5.551501,-7.973720
1760391030032323,0.000275,0.000187,0.000244,0.406771,-5.557959,-7.972074
1760391030033291,-0.005431,-0.003110,0.000218,0.400327,-5.561130,-7.965723
1760391030034407,-0.000466,0.000190,-0.003047,0.408251,-5.553061,-7.959351
1760391030035365,0.000306,-0.003117,-0.000555,0.414738,-5.533904,-7.975315
1760391030036323,0.000319,-0.001486,-0.004251,0.417838,-5.549846,-7.962434
1760391030037281,-0.000924,-0.000656,-0.001808,0.408265,-5.543520,-7.967313
1760391030038398,0.000724,-0.002297,-0.000966,0.406690,-5.538676,-7.961042
1760391030039356,-0.002967,-0.001464,-0.000584,0.409973,-5.543504,-7.964229
1760391030040324,-0.000136,-0.003526,-0.000984,0.403593,-5.554695,-7.972126
1760391030041337,-0.000522,-0.002294,-0.000153,0.417827,-5.540237,-7.962573
1760391030042299,0.000716,-0.002297,-0.003431,0.402031,-5.551452,-7.972181
1760391030043415,0.000314,-0.001883,-0.001386,0.414819,-5.548238,-7.973743
1760391030044373,-0.000870,0.000170,-0.003862,0.410102,-5.567497,-7.976789
1760391030045331,0.002736,0.001832,-0.000573,0.408499,-5.565833,-7.967319
1760391030046290,0.002396,-0.002716,-0.005040,0.416341,-5.556310,-7.979949
1760391030047415,-0.000089,-0.001060,-0.003845,0.406680,-5.549889,-7.964162
1760391030048373,-0.000087,-0.001070,-0.003020,0.405198,-5.545127,-7.973774
1760391030049332,-0.004179,-0.002315,-0.002633,0.416213,-5.538593,-7.962523
1760391030050290,0.000272,0.001839,0.002687,0.413194,-5.557839,-7.970470
1760391030051406,-0.001318,0.000994,-0.005105,0.408476,-5.545129,-7.980148
1760391030052364,0.001526,-0.001862,-0.000975,0.414634,-5.548247,-7.956179
1760391030053322,-0.001730,-0.001459,-0.001809,0.405124,-5.559507,-7.965717
1760391030054303,-0.002178,-0.001859,0.001876,0.414778,-5.554697,-7.975221
1760391030055420,-0.000891,-0.001894,-0.003439,0.400321,-5.551455,-7.967353
1760391030056378,0.000703,-0.001069,-0.002202,0.406747,-5.554674,-7.970521
1760391030057336,-0.002142,-0.001903,-0.003858,0.403410,-5.537135,-7.965749
1760391030058340,0.001945,-0.002308,-0.002591,0.417832,-5.548309,-7.956146
1760391030059300,-0.001312,-0.001886,-0.002625,0.414946,-5.553054,-7.983257
1760391030060416,0.001525,0.000209,0.001065,0.417939,-5.557837,-7.964077
1760391030061384,0.006430,0.002656,-0.002169,0.425845,-5.553003,-7.954518
1760391030062342,-0.000939,-0.000247,-0.000985,0.403446,-5.540320,-7.961013
1760391030063301,0.002331,-0.003093,-0.000137,0.417794,-5.543479,-7.968862
1760391030064417,-0.000056,-0.001068,-0.005060,0.427388,-5.535451,-7.959347
1760391030065375,0.001116,-0.001857,-0.000147,0.416349,-5.541872,-7.968926
1760391030066333,0.002746,-0.001040,-0.000150,0.408323,-5.543494,-7.965776
1760391030067302,-0.000485,-0.000653,-0.003034,0.413142,-5.549886,-7.968881
1760391030068284,0.003983,0.000593,-0.001380,0.409901,-5.541910,-7.964202
1760391030069401,0.001086,-0.000638,0.001487,0.397070,-5.535511,-7.951634
1760391030070359,-0.000527,-0.000247,-0.000580,0.406718,-5.551496,-7.973661
1760391030071317,0.000293,0.001021,-0.000574,0.405135,-5.546674,-7.967373
1760391030072292,0.001135,-0.001913,-0.003831,0.414678,-5.538667,-7.962591
1760391030073409,-0.000082,-0.000241,-0.002615,0.411383,-5.533906,-7.957853
1760391030074367,0.001932,0.003474,-0.003854,0.419574,-5.541894,-7.973723
1760391030075334,-0.002536,0.000155,-0.002222,0.406879,-5.554763,-7.987983
1760391030076292,0.001967,0.000177,-0.003840,0.408436,-5.556243,-7.976859
1760391030077408,-0.000901,-0.002716,-0.002618,0.430741,-5.559427,-7.978212
1760391030078366,0.001104,0.000181,0.000653,0.413169,-5.554723,-7.967300
1760391030079325,-0.001758,-0.000651,0.001067,0.416257,-5.549924,-7.970435
1760391030080283,0.000695,-0.001875,-0.000554,0.419421,-5.549873,-7.962453
1760391030081399,0.000689,0.000590,0.000661,0.414679,-5.549837,-7.965693
1760391030082367,-0.001326,-0.000677,-0.003855,0.417805,-5.532250,-7.965814
1760391030083326,-0.002139,-0.004765,-0.001785,0.409833,-5.537105,-7.959454
1760391030084284,-0.000533,-0.002683,0.000660,0.421163,-5.533925,-7.978488
1760391030085400,-0.000484,-0.002316,-0.003020,0.417984,-5.546716,-7.975250
1760391030086358,-0.000126,-0.002278,-0.000982,0.411609,-5.543489,-7.980048
1760391030087317,0.000316,0.002234,-0.000569,0.408367,-5.548299,-7.976903
1760391030088275,0.000731,0.003055,-0.003032,0.416229,-5.543530,-7.964138
1760391030089401,-0.000108,0.003488,-0.003040,0.409944,-5.546723,-7.968930
1760391030090359,0.000682,0.000169,-0.000978,0.409999,-5.530668,-7.967467
1760391030091317,0.001526,0.001014,-0.001393,0.416300,-5.538688,-7.965775
1760391030092291,-0.000860,-0.000667,-0.005490,0.408450,-5.549896,-7.978489
1760391030093408,0.000723,-0.002309,-0.001379,0.408479,-5.545112,-7.976967
1760391030094366,-0.000078,-0.000230,-0.004267,0.406703,-5.553067,-7.960973
1760391030095325,-0.002967,-0.000224,0.001049,0.419495,-5.559427,-7.967203
1760391030096320,-0.002152,-0.001892,-0.000977,0.409987,-5.557868,-7.968896
1760391030097278,-0.002171,-0.000654,-0.002223,0.403630,-5.549932,-7.983272
1760391030098394,0.003151,-0.000633,-0.000964,0.413176,-5.545135,-7.981618
1760391030099512,0.001522,-0.000664,-0.001392,0.421122,-5.551459,-7.970404
1760391030100314,-0.001318,-0.001475,-0.002203,0.411515,-5.553036,-7.965681
1760391030101289,0.002317,0.001858,0.000253,0.411511,-5.553092,-7.962554
1760391030102406,-0.002578,-0.001479,0.001055,0.419540,-5.551497,-7.968881
1760391030103409,0.002745,-0.003109,-0.000132,0.409875,-5.546690,-7.970487
1760391030104375,-0.001309,0.002636,-0.003035,0.405094,-5.535440,-7.964206
1760391030105334,-0.000489,0.002236,-0.002621,0.413174,-5.530743,-7.976951
1760391030106291,-0.000079,-0.000659,-0.004258,0.409988,-5.554670,-7.967338
1760391030107413,-0.000081,-0.000628,-0.004243,0.413163,-5.527597,-7.983291
1760391030108371,-0.001739,-0.000662,-0.003021,0.410085,-5.548358,-7.976931
1760391030109335,-0.004178,-0.000670,-0.002653,0.411753,-5.549982,-7.988018
1760391030110307,0.002775,0.001821,-0.005072,0.406612,-5.541837,-7.954626
1760391030111424,0.001115,-0.001064,-0.002610,0.400463,-5.548379,-7.981742
1760391030112382,0.002772,-0.003962,-0.003413,0.414764,-5.532264,-7.978506
1760391030113341,0.005183,-0.000620,-0.000948,0.411481,-5.530764,-7.964298
1760391030114298,-0.000101,0.000974,-0.003843,0.398743,-5.543516,-7.970577
1760391030115415,-0.001313,-0.002306,-0.001807,0.405155,-5.548340,-7.973686
1760391030116373,0.003575,0.000187,-0.002612,0.406817,-5.533994,-7.983362
1760391030117340,-0.000493,0.000174,-0.003851,0.411436,-5.540246,-7.957826
1760391030118298,-0.000109,-0.003950,-0.002207,0.405071,-5.537099,-7.957938
1760391030119414,-0.000871,0.002232,-0.005092,0.425960,-5.546719,-7.973646
1760391030120372,-0.000896,-0.002312,-0.002192,0.424279,-5.537107,-7.964181
1760391030121330,0.001126,-0.001463,-0.001376,0.413160,-5.545099,-7.978391
1760391030122331,-0.001724,-0.000229,-0.002213,0.403436,-5.543452,-7.956284
1760391030123297,-0.002174,-0.003954,-0.002224,0.409950,-5.548290,-7.967352
1760391030124329,0.001110,0.004705,-0.000587,0.408372,-5.557878,-7.956248
1760391030125287,-0.001745,-0.001896,0.001075,0.409975,-5.561158,-7.964142
1760391030126404,0.001971,0.001826,-0.003021,0.408420,-5.549859,-7.973678
1760391030127362,0.001931,-0.000644,0.000269,0.411468,-5.543487,-7.964153
1760391030128320,-0.002151,-0.000241,-0.001828,0.414628,-5.551464,-7.964017
1760391030129286,0.002742,-0.001846,-0.000149,0.417859,-5.551506,-7.968820
1760391030130403,0.000307,-0.001077,-0.003029,0.429210,-5.548227,-7.973651
1760391030131371,0.001112,-0.000215,0.001071,0.405249,-5.554728,-7.976908
1760391030132329,-0.002967,-0.003529,0.001060,0.413287,-5.559444,-7.976831
1760391030133287,-0.000523,0.001408,-0.003061,0.408318,-5.556186,-7.964096
1760391030134403,-0.002542,0.003023,-0.002640,0.394128,-5.553157,-7.983335
1760391030135361,-0.001720,0.001413,-0.001825,0.403515,-5.549900,-7.965781
1760391030136319,-0.001697,-0.001484,-0.005475,0.416248,-5.548297,-7.964069
1760391030137277,-0.001314,-0.001895,-0.004254,0.421197,-5.548215,-7.972092
1760391030138403,-0.002583,-0.003527,0.001869,0.411530,-5.538666,-7.975287
1760391030139361,-0.001315,-0.003110,-0.000582,0.390723,-5.562692,-7.959401
1760391030140319,-0.000490,-0.000650,-0.003444,0.400275,-5.557897,-7.960943
1760391030141313,-0.000495,0.001804,-0.005080,0.419543,-5.546649,-7.968922
1760391030142284,0.001099,-0.000630,0.000249,0.406681,-5.556280,-7.970459
1760391030143402,-0.002149,-0.003542,-0.000567,0.411550,-5.556248,-7.967294
1760391030144360,0.001516,0.001433,-0.000986,0.409812,-5.545038,-7.956232
1760391030145327,0.000307,-0.000639,-0.001397,0.409883,-5.532371,-7.967425
1760391030146285,0.001925,-0.003528,-0.001362,0.405177,-5.549910,-7.970531
1760391030147404,-0.000519,-0.000227,-0.001810,0.409991,-5.554660,-7.970490
1760391030148362,-0.000913,0.000567,-0.002216,0.409865,-5.554654,-7.962460
1760391030149319,-0.001370,-0.002294,0.000648,0.414681,-5.527598,-7.975327
1760391030150288,-0.000529,-0.002707,0.000658,0.411344,-5.540210,-7.954611
1760391030154541,-0.002151,-0.000648,-0.001000,0.409923,-5.553088,-7.964166
1760391030154556,0.001146,-0.001867,-0.003037,0.425834,-5.541910,-7.959333
1760391030154560,0.003546,-0.000222,0.000675,0.417741,-5.543468,-7.959316
1760391030154563,-0.002172,0.001439,-0.000171,0.411494,-5.530729,-7.967403
1760391030155365,0.004785,-0.001445,-0.000137,0.417940,-5.540273,-7.975283
1760391030156325,-0.000940,-0.001860,0.000222,0.406817,-5.546779,-7.991180
1760391030157295,0.000294,-0.000241,-0.002220,0.408422,-5.551580,-7.980060
1760391030158414,-0.000119,-0.002720,-0.000565,0.398849,-5.541937,-7.977019
1760391030159383,-0.002559,-0.002694,0.000661,0.406799,-5.540365,-7.973796
1760391030160342,-0.002973,0.000141,-0.001410,0.413122,-5.532267,-7.969011
1760391030161301,0.000274,-0.000224,-0.000157,0.406833,-5.546682,-7.972160
1760391030162420,0.000710,0.000178,-0.001806,0.406862,-5.548310,-7.976967
1760391030163381,-0.000511,-0.001479,-0.003843,0.418049,-5.556252,-7.970476
1760391030164344,0.001961,-0.000657,-0.004239,0.424225,-5.545078,-7.960895
1760391030165456,0.004386,-0.000614,-0.001369,0.417923,-5.537144,-7.973718
1760391030166277,-0.001703,-0.001483,-0.003454,0.401962,-5.540290,-7.969030
1760391030167395,0.001108,-0.000625,-0.000156,0.406808,-5.556257,-7.980015
1760391030168353,-0.002554,-0.001065,-0.001830,0.402090,-5.545126,-7.980145
1760391030169311,0.006829,-0.003096,-0.001342,0.414726,-5.548244,-7.968907
1760391030170280,0.001930,0.000184,0.001077,0.411553,-5.551528,-7.976817
1760391030171398,0.001083,-0.002674,0.001882,0.408360,-5.557958,-7.973638
1760391030172356,-0.000121,-0.004351,0.001512,0.417852,-5.543478,-7.971986
1760391030173324,0.000314,-0.001065,-0.004681,0.421073,-5.557840,-7.962432
1760391030174441,-0.001302,-0.000235,-0.001813,0.413244,-5.564271,-7.968824
1760391030175401,0.003166,0.000598,-0.000546,0.409946,-5.548279,-7.973661
1760391030176360,-0.003413,-0.003111,0.001052,0.406773,-5.543528,-7.970584
1760391030177318,0.001507,0.003885,-0.002640,0.405067,-5.543575,-7.961032
1760391030178276,-0.000936,-0.003516,-0.000577,0.420978,-5.544996,-7.957700
1760391030179393,-0.000089,-0.002693,-0.002199,0.403500,-5.549835,-7.959399
1760391030180361,-0.000904,-0.001074,-0.001380,0.414764,-5.545091,-7.973652
1760391030181319,-0.000124,0.000177,-0.000979,0.422703,-5.546674,-7.972034
1760391030182277,-0.002552,-0.003546,-0.003439,0.424322,-5.556313,-7.976743
1760391030183397,0.001111,0.001005,-0.002618,0.413122,-5.538694,-7.975261
1760391030184355,-0.000915,0.000174,-0.000989,0.413115,-5.548244,-7.967290
1760391030185314,0.002362,-0.003950,-0.002992,0.408239,-5.554703,-7.960926
1760391030186282,0.001520,0.000177,-0.000562,0.414793,-5.556278,-7.973627
1760391030187409,0.000705,0.002241,-0.002625,0.411543,-5.546728,-7.978452
1760391030188367,-0.005407,-0.000251,-0.002249,0.408332,-5.540239,-7.965807
1760391030189326,0.001947,-0.005176,-0.002589,0.408319,-5.540279,-7.970551
1760391030190285,-0.000919,0.002648,-0.003453,0.420992,-5.525884,-7.965754
1760391030191402,-0.002946,-0.000657,-0.003463,0.405031,-5.527500,-7.961082
1760391030192360,0.000717,-0.002296,-0.002197,0.417938,-5.559434,-7.967245
1760391030193318,0.000294,-0.000223,-0.000576,0.414672,-5.554718,-7.960913
1760391030194703,0.002350,-0.001892,-0.000970,0.413040,-5.556231,-7.959278
1760391030195346,0.002353,0.001397,-0.004639,0.413103,-5.556236,-7.968851
1760391030196350,0.001476,-0.000617,0.001887,0.411522,-5.541858,-7.965774
1760391030197344,-0.000086,-0.002289,-0.001790,0.406841,-5.535570,-7.988060
1760391030198303,-0.000118,-0.002693,0.000249,0.417801,-5.535478,-7.956199
1760391030199419,-0.000926,-0.003531,-0.000151,0.414621,-5.543455,-7.954584
1760391030200377,0.001103,-0.001060,0.000677,0.405135,-5.533947,-7.970636
1760391030201344,0.000715,-0.003952,-0.000556,0.405231,-5.561157,-7.980030
1760391030202303,0.000699,0.003475,-0.001816,0.408516,-5.556362,-7.981647
1760391030203420,-0.001303,-0.000227,-0.002633,0.409757,-5.546645,-7.949821
1760391030204378,0.000295,-0.003130,-0.002209,0.403483,-5.537158,-7.965772
1760391030205335,0.000297,-0.001467,0.000266,0.411603,-5.543528,-7.968989
1760391030206294,0.001107,0.000592,-0.000973,0.401971,-5.565906,-7.968874
1760391030207413,0.001074,0.001035,0.003121,0.414715,-5.545058,-7.967285
1760391030208436,0.002346,0.001427,-0.001389,0.414697,-5.548271,-7.973624
1760391030209395,0.002758,-0.000241,-0.000958,0.408437,-5.548305,-7.984822
1760391030210353,0.003152,0.001427,-0.000149,0.416268,-5.551412,-7.962503
1760391030211312,0.000712,0.000579,-0.002208,0.414684,-5.554681,-7.962507
1760391030212430,-0.000939,-0.001473,-0.001393,0.417938,-5.553125,-7.972047
1760391030213388,0.001118,-0.001897,-0.001787,0.425903,-5.559436,-7.973503
1760391030214346,-0.001302,-0.000647,-0.002614,0.414671,-5.549833,-7.957746
1760391030215315,-0.000924,0.002645,-0.001828,0.405138,-5.553071,-7.972048
1760391030216286,-0.000967,-0.000236,0.001892,0.408167,-5.540273,-7.951436
1760391030217403,-0.002142,0.001818,-0.002241,0.419623,-5.556288,-7.984682
1760391030218361,0.003161,0.002656,-0.000551,0.411594,-5.548334,-7.972116
1760391030219546,0.003956,-0.000216,-0.000564,0.405169,-5.545123,-7.964242
1760391030220347,0.002728,-0.001476,-0.000551,0.402099,-5.549922,-7.976970
1760391030221306,-0.000885,0.000580,-0.004255,0.406802,-5.545101,-7.975278
1760391030222292,-0.000947,-0.005165,0.001899,0.408303,-5.538680,-7.964217
1760391030223411,0.002346,-0.002314,-0.000951,0.417870,-5.556275,-7.967180
1760391030224369,0.001549,-0.002311,-0.005467,0.411570,-5.549900,-7.970477
1760391030225327,-0.000950,-0.000660,-0.001384,0.406864,-5.554605,-7.972145
1760391030226286,-0.000101,0.000178,-0.000170,0.425843,-5.560922,-7.946536
1760391030227403,-0.000918,-0.001484,-0.003015,0.422846,-5.545188,-7.997496
1760391030228361,-0.001322,-0.003564,-0.003843,0.411577,-5.554653,-7.973618
1760391030229329,0.001949,0.000201,-0.000565,0.408381,-5.559527,-7.976760
1760391030230288,0.000725,-0.003959,-0.003010,0.403480,-5.557832,-7.954607
1760391030231404,0.001113,0.001407,-0.003023,0.406675,-5.538700,-7.968971
1760391030232363,0.001945,0.000581,-0.003033,0.416269,-5.548227,-7.959335
1760391030233320,0.004763,-0.000626,0.002323,0.416325,-5.553064,-7.964056
1760391030234437,-0.000925,-0.000247,-0.001808,0.414645,-5.540323,-7.968860
1760391030235397,0.000686,0.001001,-0.001409,0.402017,-5.546744,-7.976915
1760391030236364,-0.000910,0.001838,-0.002628,0.411612,-5.546756,-7.978492
1760391030237322,0.001531,-0.002295,-0.000958,0.411536,-5.548315,-7.975288
1760391030238280,0.001548,-0.002296,-0.003022,0.405023,-5.551390,-7.960957
1760391030239396,-0.002978,-0.003125,-0.000588,0.408361,-5.559379,-7.962543
1760391030240354,-0.000908,-0.000255,-0.003866,0.421113,-5.562608,-7.971937
1760391030241366,0.001515,0.000196,-0.001798,0.405204,-5.552979,-7.964229
1760391030242326,-0.001731,0.002236,-0.002644,0.402057,-5.548344,-7.978498
1760391030243312,0.000733,-0.002326,-0.003430,0.414708,-5.551506,-7.965705
1760391030244281,-0.000927,-0.001055,-0.000162,0.409890,-5.554669,-7.960960
1760391030245397,-0.000504,-0.001471,-0.000974,0.410007,-5.556259,-7.968908
1760391030246355,-0.001363,0.000606,0.002274,0.398719,-5.543518,-7.961057
1760391030247314,0.000742,-0.000251,-0.004674,0.409791,-5.551463,-7.959316
1760391030248272,0.000278,-0.000223,0.002296,0.408378,-5.549952,-7.980044
1760391030249388,0.000347,-0.002739,-0.005868,0.417894,-5.548311,-7.973598
1760391030250356,0.002323,-0.002264,0.001921,0.411442,-5.554675,-7.970397
1760391030251313,-0.003777,0.004688,-0.002656,0.414774,-5.545091,-7.980011
1760391030252430,0.001102,-0.000649,-0.000966,0.416318,-5.540266,-7.970521
1760391030253388,-0.000092,-0.001061,-0.001378,0.416410,-5.557842,-7.975210
1760391030254346,-0.002949,-0.004371,-0.001393,0.414758,-5.540348,-7.981689
1760391030255305,0.001517,-0.001896,-0.000961,0.422556,-5.537109,-7.967239
1760391030256421,-0.000523,-0.001052,0.000251,0.405125,-5.540340,-7.970592
1760391030257389,0.001116,0.000168,-0.000149,0.400454,-5.564288,-7.975261
1760391030258347,-0.000482,-0.000242,-0.003839,0.411538,-5.545124,-7.975265
1760391030259305,-0.000912,0.000194,-0.001809,0.419479,-5.543476,-7.976779
1760391030260421,-0.002593,0.001418,0.000222,0.414694,-5.546714,-7.972080
1760391030261379,-0.000497,0.001406,-0.003453,0.409850,-5.543480,-7.968876
1760391030262337,0.001125,-0.001465,-0.000987,0.411625,-5.545143,-7.987969
1760391030263296,0.002340,-0.001894,-0.002180,0.417878,-5.543472,-7.965721
1760391030264422,-0.000506,-0.001482,-0.002628,0.406771,-5.543481,-7.965822
1760391030265380,0.001138,0.000164,-0.001794,0.421085,-5.530727,-7.973690
1760391030266338,-0.001351,0.000170,-0.000169,0.422599,-5.540285,-7.970380
1760391030267297,0.002367,-0.006420,-0.002169,0.419514,-5.545135,-7.970501
1760391030268413,0.000718,-0.003531,0.000272,0.416278,-5.540318,-7.973637
1760391030269371,-0.000532,-0.002680,-0.000160,0.406726,-5.548272,-7.962575
1760391030270329,-0.002549,0.001005,-0.004292,0.416407,-5.533947,-7.978565
1760391030271302,-0.001732,-0.002323,-0.000979,0.421240,-5.541946,-7.980062
1760391030272419,-0.002140,-0.003530,0.000245,0.422753,-5.551455,-7.970422
1760391030273376,-0.000527,0.003483,-0.001827,0.416351,-5.543424,-7.968957
1760391030274335,0.002749,0.001005,-0.000959,0.413177,-5.537100,-7.975338
1760391030275297,0.001133,-0.002289,-0.001780,0.416442,-5.543521,-7.986429
1760391030276413,-0.000109,-0.001045,-0.000167,0.421115,-5.557918,-7.978313
1760391030277371,0.006411,-0.001858,0.000296,0.406787,-5.529171,-7.980213
1760391030278339,0.001557,0.002233,-0.002203,0.411530,-5.532326,-7.972176
1760391030279298,0.001529,0.002665,-0.002616,0.411544,-5.543537,-7.970531
1760391030280414,-0.002573,0.002244,0.001880,0.414829,-5.553094,-7.978405
1760391030281372,-0.004995,0.000574,-0.002665,0.413090,-5.545082,-7.968880
1760391030282330,0.002725,-0.001434,0.001502,0.413056,-5.530690,-7.964252
1760391030283288,-0.002147,-0.001061,-0.001810,0.422655,-5.535453,-7.967290
1760391030284405,0.001167,-0.001063,-0.004239,0.404949,-5.533881,-7.948362
1760391030285373,-0.000089,-0.001479,-0.003854,0.412987,-5.533836,-7.951495
1760391030286331,0.003586,-0.002311,-0.000949,0.414697,-5.537097,-7.962610
1760391030287289,0.000325,-0.003155,-0.001781,0.406749,-5.541839,-7.961082
1760391030288405,-0.000910,0.001419,-0.003859,0.403454,-5.546603,-7.949951
1760391030289363,0.003563,-0.001062,-0.001772,0.403606,-5.556190,-7.959423
1760391030290321,0.001125,-0.003954,-0.001772,0.405188,-5.540359,-7.973802
1760391030291293,-0.001356,0.000594,0.000655,0.408257,-5.535570,-7.973682
1760391030292420,-0.000079,-0.001076,-0.004258,0.421087,-5.551395,-7.957685
1760391030293378,0.000698,-0.001052,0.002309,0.403647,-5.554665,-7.967381
1760391030294336,-0.001349,0.000596,-0.002233,0.406728,-5.545068,-7.959431
1760391030295298,-0.000112,0.000168,-0.000563,0.405169,-5.541902,-7.967422
1760391030296279,0.003968,-0.005580,-0.000531,0.408255,-5.556245,-7.957744
1760391030297396,-0.000121,-0.001865,0.000658,0.414810,-5.556229,-7.972046
1760391030298354,0.001076,-0.000206,0.000242,0.433874,-5.546609,-7.965604
1760391030299322,-0.004193,0.000596,0.000215,0.417959,-5.549862,-7.973619
1760391030300280,0.000304,-0.004361,0.000676,0.414677,-5.549885,-7.965693
1760391030301397,0.001544,-0.001486,-0.005061,0.403546,-5.551456,-7.964187
1760391030302355,0.000736,-0.001472,-0.001399,0.414732,-5.546695,-7.975247
1760391030303315,-0.000946,-0.000223,0.000238,0.409983,-5.540354,-7.973796
1760391030304289,-0.002531,-0.000256,-0.001813,0.419526,-5.557855,-7.967252
1760391030305406,0.001122,-0.002699,-0.001777,0.409991,-5.549978,-7.980008
1760391030306374,0.001502,-0.001049,0.000668,0.409913,-5.541911,-7.972118
1760391030307333,-0.003406,-0.000220,0.000650,0.408250,-5.543429,-7.956252
1760391030308292,0.000301,0.000181,-0.002631,0.405011,-5.540250,-7.954678
1760391030309408,0.001147,-0.003131,-0.002181,0.413158,-5.540267,-7.970541
1760391030310367,0.002735,-0.001047,-0.000963,0.408372,-5.538654,-7.965809
1760391030311325,-0.002942,0.002651,-0.002639,0.405122,-5.549917,-7.964213
1760391030312282,-0.003775,-0.000246,-0.000608,0.397143,-5.548255,-7.956333
1760391030313409,0.000710,0.005120,-0.001816,0.410004,-5.559450,-7.968894
1760391030314367,0.001526,-0.002306,-0.002190,0.409649,-5.545038,-7.941831
1760391030315326,-0.001724,-0.000232,-0.003450,0.403448,-5.548242,-7.949949
1760391030316284,-0.001316,0.000981,-0.003865,0.398767,-5.562593,-7.949892
1760391030317478,0.001503,-0.001050,-0.000580,0.414698,-5.549915,-7.964128
1760391030318292,-0.003354,-0.003125,-0.000571,0.400335,-5.538707,-7.961112
1760391030319409,0.002378,-0.002707,-0.002184,0.406763,-5.540311,-7.961130
1760391030320376,-0.000128,-0.001846,0.000653,0.410033,-5.554722,-7.973678
1760391030321335,-0.001757,0.002259,-0.001003,0.390692,-5.557860,-7.951477
1760391030322294,-0.001752,0.001403,-0.001410,0.397160,-5.535507,-7.959577
1760391030323410,-0.002949,-0.003963,-0.000170,0.417738,-5.546688,-7.956102
1760391030324369,0.001490,-0.003091,0.001906,0.406612,-5.546659,-7.956188
1760391030325326,-0.001801,-0.001853,0.002283,0.402060,-5.559457,-7.975339
1760391030326285,0.001097,0.000200,-0.000170,0.403663,-5.540325,-7.981719
1760391030327410,-0.000509,-0.001056,-0.003038,0.408311,-5.553064,-7.967270
1760391030328368,0.001502,-0.002265,0.001896,0.403565,-5.557970,-7.967390
1760391030329326,0.001097,-0.000614,0.001496,0.421132,-5.559451,-7.971961
1760391030330284,-0.001288,0.000992,-0.004282,0.416330,-5.551456,-7.973585
1760391030331401,0.003563,-0.002289,-0.001775,0.410017,-5.556345,-7.978404
1760391030332359,0.001083,0.001001,-0.002209,0.411731,-5.545179,-7.995952
1760391030333318,0.003582,-0.000658,-0.003831,0.409955,-5.548311,-7.976827
1760391030334299,-0.001743,0.000168,-0.003040,0.416241,-5.548199,-7.951414
1760391030335418,0.001120,-0.000645,-0.004667,0.413177,-5.543452,-7.967386
1760391030336376,-0.001722,-0.001881,-0.000572,0.406714,-5.540285,-7.967412
1760391030337334,0.002753,0.003494,-0.001811,0.401964,-5.543512,-7.976917
1760391030338292,-0.000897,0.004297,-0.004696,0.427466,-5.527485,-7.968906
1760391030339409,0.002732,0.001409,-0.002212,0.416181,-5.545062,-7.954561
1760391030340367,0.000314,-0.000645,-0.003449,0.417773,-5.540334,-7.953004
1760391030341372,0.003592,-0.001055,-0.000129,0.400396,-5.542022,-7.980083
1760391030342330,-0.000111,0.000618,0.000249,0.418003,-5.548340,-7.979967
1760391030343288,0.001119,-0.001047,-0.001374,0.406765,-5.546693,-7.972138
1760391030344405,-0.000521,0.002225,-0.000978,0.410117,-5.559546,-7.981678
1760391030345362,-0.002972,-0.000664,-0.001408,0.411679,-5.554775,-7.989509
1760391030346320,-0.002587,0.001426,0.000216,0.416360,-5.543452,-7.973693
1760391030347279,0.001504,-0.000633,-0.000146,0.414782,-5.551460,-7.978406
1760391030348405,-0.002129,-0.002322,-0.002617,0.424257,-5.546613,-7.967245
1760391030349363,-0.005024,0.004697,-0.002266,0.416348,-5.551505,-7.975193
1760391030350320,0.000258,0.002287,0.000228,0.417960,-5.554708,-7.973618
1760391030351292,0.003193,0.000992,-0.004237,0.425969,-5.553083,-7.976750
1760391030352408,0.001479,-0.001858,0.001072,0.409925,-5.540326,-7.970545
1760391030353366,0.001985,-0.001065,-0.005466,0.414980,-5.561145,-7.995894
1760391030354324,0.000316,-0.004368,-0.002607,0.411587,-5.543538,-7.973691
1760391030355291,0.004015,-0.001479,-0.002990,0.414733,-5.545157,-7.983211
1760391030356407,-0.002914,-0.001916,-0.002629,0.406860,-5.553071,-7.980109
1760391030357365,0.000323,-0.003973,-0.003418,0.419501,-5.553034,-7.965683
1760391030358323,0.000269,-0.003493,0.000666,0.398808,-5.543503,-7.976951
1760391030359281,0.001102,-0.000208,-0.000993,0.405180,-5.556263,-7.976803
1760391030360397,0.001514,-0.000624,-0.000972,0.424313,-5.546710,-7.976779
1760391030361355,0.000289,-0.001870,0.000248,0.417854,-5.540332,-7.976791
1760391030362322,-0.001743,-0.003097,-0.000986,0.411429,-5.551532,-7.973558
1760391030363280,0.002731,-0.000622,-0.000961,0.419473,-5.538736,-7.973679
1760391030364397,0.002357,0.001803,-0.003417,0.427480,-5.540305,-7.976781
1760391030365355,-0.003356,-0.002299,-0.000585,0.408380,-5.546720,-7.980071
