monotonic_us,timestamp_us,lat_deg,lon_deg,week,timeOfWeek_s,insStatus,hdwStatus,alt_m,roll_rad,pitch_rad,yaw_rad,vel_U_m_s,vel_V_m_s,vel_W_m_s,ned_N_m,ned_E_m,ned_D_m
101496855,1763331463909096,0.000000000,0.000000000,1,215564.163346,329745,33554432,0.000,1.403028,0.018716,-1.010991,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101503921,1763331463916162,0.000000000,0.000000000,1,215564.170346,329745,33554432,0.000,1.403026,0.018725,-1.010990,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101510987,1763331463923228,0.000000000,0.000000000,1,215564.177346,329745,33554432,0.000,1.403030,0.018733,-1.010988,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101517903,1763331463930144,0.000000000,0.000000000,1,215564.184346,329745,33554432,0.000,1.403019,0.018739,-1.010993,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101524968,1763331463937210,0.000000000,0.000000000,1,215564.191346,329745,33554432,0.000,1.403022,0.018743,-1.010988,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101531904,1763331463944146,0.000000000,0.000000000,1,215564.198346,329745,33554432,0.000,1.403015,0.018748,-1.010993,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101538980,1763331463951221,0.000000000,0.000000000,1,215564.205346,329745,33554432,0.000,1.403018,0.018752,-1.010998,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101545887,1763331463958128,0.000000000,0.000000000,1,215564.212346,329745,33554432,0.000,1.403007,0.018754,-1.011013,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101552952,1763331463965194,0.000000000,0.000000000,1,215564.219346,329745,33554432,0.000,1.403009,0.018755,-1.011014,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101559869,1763331463972111,0.000000000,0.000000000,1,215564.226346,329745,33554432,0.000,1.403009,0.018769,-1.011025,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101566976,1763331463979218,0.000000000,0.000000000,1,215564.233346,329745,33554432,0.000,1.403015,0.018781,-1.011022,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101573946,1763331463986187,0.000000000,0.000000000,1,215564.240346,329745,33554432,0.000,1.403019,0.018781,-1.011022,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101580919,1763331463993160,0.000000000,0.000000000,1,215564.247346,329745,33554432,0.000,1.403010,0.018775,-1.011021,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101587886,1763331464000127,0.000000000,0.000000000,1,215564.254346,329745,33554432,0.000,1.403003,0.018781,-1.011021,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101594847,1763331464007089,0.000000000,0.000000000,1,215564.261346,329745,33554432,0.000,1.403001,0.018784,-1.011020,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101601913,1763331464014154,0.000000000,0.000000000,1,215564.268346,329745,33554432,0.000,1.403002,0.018780,-1.011029,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101608979,1763331464021221,0.000000000,0.000000000,1,215564.275346,329745,33554432,0.000,1.403007,0.018781,-1.011027,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101615887,1763331464028129,0.000000000,0.000000000,1,215564.282346,329745,33554432,0.000,1.402999,0.018779,-1.011028,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101622956,1763331464035198,0.000000000,0.000000000,1,215564.289346,329745,33554432,0.000,1.402998,0.018781,-1.011032,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101629955,1763331464042196,0.000000000,0.000000000,1,215564.296346,329745,33554432,0.000,1.403012,0.018763,-1.011031,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101636863,1763331464049104,0.000000000,0.000000000,1,215564.303346,329745,33554432,0.000,1.403012,0.018763,-1.011033,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101643945,1763331464056186,0.000000000,0.000000000,1,215564.310346,329745,33554432,0.000,1.403009,0.018764,-1.011038,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101650865,1763331464063106,0.000000000,0.000000000,1,215564.317346,329745,33554432,0.000,1.403004,0.018766,-1.011037,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101657986,1763331464070227,0.000000000,0.000000000,1,215564.324346,329745,33554432,0.000,1.403006,0.018755,-1.011043,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101664906,1763331464077148,0.000000000,0.000000000,1,215564.331346,329745,33554432,0.000,1.403007,0.018759,-1.011042,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101671845,1763331464084087,0.000000000,0.000000000,1,215564.338346,329745,33554432,0.000,1.403009,0.018774,-1.011041,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101678946,1763331464091187,0.000000000,0.000000000,1,215564.345346,329745,33554432,0.000,1.403003,0.018774,-1.011042,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101685853,1763331464098094,0.000000000,0.000000000,1,215564.352346,329745,33554432,0.000,1.402989,0.018773,-1.011045,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101692944,1763331464105186,0.000000000,0.000000000,1,215564.359346,329745,33554432,0.000,1.402987,0.018766,-1.011051,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101699878,1763331464112120,0.000000000,0.000000000,1,215564.366346,329745,33554432,0.000,1.402984,0.018767,-1.011057,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101706979,1763331464119220,0.000000000,0.000000000,1,215564.373346,329745,33554432,0.000,1.402981,0.018765,-1.011065,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101713913,1763331464126154,0.000000000,0.000000000,1,215564.380346,329745,33554432,0.000,1.402981,0.018754,-1.011073,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101720982,1763331464133223,0.000000000,0.000000000,1,215564.387346,329745,33554432,0.000,1.402980,0.018757,-1.011073,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101727902,1763331464140143,0.000000000,0.000000000,1,215564.394346,329745,33554432,0.000,1.402980,0.018758,-1.011068,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101734861,1763331464147103,0.000000000,0.000000000,1,215564.401346,329745,33554432,0.000,1.402984,0.018751,-1.011068,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101741938,1763331464154180,0.000000000,0.000000000,1,215564.408346,329745,33554432,0.000,1.402982,0.018744,-1.011075,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101748854,1763331464161096,0.000000000,0.000000000,1,215564.415346,329745,33554432,0.000,1.402986,0.018738,-1.011079,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101755950,1763331464168191,0.000000000,0.000000000,1,215564.422346,329745,33554432,0.000,1.402991,0.018736,-1.011069,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101762861,1763331464175102,0.000000000,0.000000000,1,215564.429346,329745,33554432,0.000,1.402987,0.018730,-1.011069,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101769858,1763331464182099,0.000000000,0.000000000,1,215564.436346,329745,33554432,0.000,1.402987,0.018735,-1.011067,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101778563,1763331464190804,0.000000000,0.000000000,1,215564.443346,329745,33554432,0.000,1.402986,0.018749,-1.011055,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101783915,1763331464196157,0.000000000,0.000000000,1,215564.450346,329745,33554432,0.000,1.402985,0.018751,-1.011049,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101790892,1763331464203134,0.000000000,0.000000000,1,215564.457346,329745,33554432,0.000,1.402986,0.018757,-1.011051,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101797986,1763331464210228,0.000000000,0.000000000,1,215564.464346,329745,33554432,0.000,1.402987,0.018761,-1.011065,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101804863,1763331464217104,0.000000000,0.000000000,1,215564.471346,329745,33554432,0.000,1.402977,0.018760,-1.011071,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101811940,1763331464224182,0.000000000,0.000000000,1,215564.478346,329745,33554432,0.000,1.402988,0.018755,-1.011060,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101818902,1763331464231143,0.000000000,0.000000000,1,215564.485346,329745,33554432,0.000,1.402991,0.018752,-1.011062,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101825983,1763331464238224,0.000000000,0.000000000,1,215564.492346,329745,33554432,0.000,1.402988,0.018753,-1.011063,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101832983,1763331464245224,0.000000000,0.000000000,1,215564.499346,329745,33554432,0.000,1.402998,0.018756,-1.011057,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101839922,1763331464252163,0.000000000,0.000000000,1,215564.506346,329745,33554432,0.000,1.403003,0.018761,-1.011062,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101846990,1763331464259231,0.000000000,0.000000000,1,215564.513346,329745,33554432,0.000,1.402999,0.018757,-1.011061,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101853897,1763331464266138,0.000000000,0.000000000,1,215564.520346,329745,33554432,0.000,1.403002,0.018758,-1.011075,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101860975,1763331464273217,0.000000000,0.000000000,1,215564.527346,329745,33554432,0.000,1.402992,0.018759,-1.011073,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101867916,1763331464280157,0.000000000,0.000000000,1,215564.534346,329745,33554432,0.000,1.402989,0.018750,-1.011078,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101874983,1763331464287224,0.000000000,0.000000000,1,215564.541346,329745,33554432,0.000,1.402982,0.018760,-1.011082,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101881903,1763331464294144,0.000000000,0.000000000,1,215564.548346,329745,33554432,0.000,1.402981,0.018752,-1.011083,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101888979,1763331464301220,0.000000000,0.000000000,1,215564.555346,329745,33554432,0.000,1.402979,0.018752,-1.011084,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101895884,1763331464308126,0.000000000,0.000000000,1,215564.562346,329745,33554432,0.000,1.402968,0.018752,-1.011079,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101902930,1763331464315171,0.000000000,0.000000000,1,215564.569346,329745,33554432,0.000,1.402967,0.018747,-1.011088,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101909980,1763331464322221,0.000000000,0.000000000,1,215564.576346,329745,33554432,0.000,1.402976,0.018731,-1.011104,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101916902,1763331464329143,0.000000000,0.000000000,1,215564.583346,329745,33554432,0.000,1.402975,0.018728,-1.011111,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101923978,1763331464336220,0.000000000,0.000000000,1,215564.590346,329745,33554432,0.000,1.402988,0.018726,-1.011117,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101930944,1763331464343186,0.000000000,0.000000000,1,215564.597346,329745,33554432,0.000,1.402983,0.018730,-1.011111,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101937851,1763331464350093,0.000000000,0.000000000,1,215564.604346,329745,33554432,0.000,1.402974,0.018730,-1.011107,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101944958,1763331464357199,0.000000000,0.000000000,1,215564.611346,329745,33554432,0.000,1.402972,0.018735,-1.011101,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101951870,1763331464364111,0.000000000,0.000000000,1,215564.618346,329745,33554432,0.000,1.402970,0.018746,-1.011097,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101958883,1763331464371124,0.000000000,0.000000000,1,215564.625346,329745,33554432,0.000,1.402975,0.018745,-1.011098,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101965930,1763331464378172,0.000000000,0.000000000,1,215564.632346,329745,33554432,0.000,1.402976,0.018744,-1.011099,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101972878,1763331464385120,0.000000000,0.000000000,1,215564.639346,329745,33554432,0.000,1.402989,0.018750,-1.011103,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101979976,1763331464392217,0.000000000,0.000000000,1,215564.646346,329745,33554432,0.000,1.402981,0.018756,-1.011106,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101986893,1763331464399134,0.000000000,0.000000000,1,215564.653346,329745,33554432,0.000,1.402976,0.018758,-1.011108,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
101993971,1763331464406213,0.000000000,0.000000000,1,215564.660346,329745,33554432,0.000,1.402973,0.018750,-1.011098,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102000878,1763331464413119,0.000000000,0.000000000,1,215564.667346,329745,33554432,0.000,1.402976,0.018746,-1.011098,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102007948,1763331464420190,0.000000000,0.000000000,1,215564.674346,329745,33554432,0.000,1.402969,0.018751,-1.011102,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102014862,1763331464427103,0.000000000,0.000000000,1,215564.681346,329745,33554432,0.000,1.402964,0.018756,-1.011103,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102021927,1763331464434169,0.000000000,0.000000000,1,215564.688346,329745,33554432,0.000,1.402953,0.018749,-1.011114,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102028879,1763331464441120,0.000000000,0.000000000,1,215564.695346,329745,33554432,0.000,1.402952,0.018753,-1.011111,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102035946,1763331464448188,0.000000000,0.000000000,1,215564.702346,329745,33554432,0.000,1.402959,0.018747,-1.011114,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102042853,1763331464455094,0.000000000,0.000000000,1,215564.709346,329745,33554432,0.000,1.402962,0.018747,-1.011122,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102049944,1763331464462186,0.000000000,0.000000000,1,215564.716346,329745,33554432,0.000,1.402964,0.018744,-1.011131,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102056862,1763331464469103,0.000000000,0.000000000,1,215564.723346,329745,33554432,0.000,1.402968,0.018750,-1.011133,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102063944,1763331464476185,0.000000000,0.000000000,1,215564.730346,329745,33554432,0.000,1.402963,0.018746,-1.011125,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102070886,1763331464483128,0.000000000,0.000000000,1,215564.737346,329745,33554432,0.000,1.402968,0.018747,-1.011113,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102077850,1763331464490091,0.000000000,0.000000000,1,215564.744346,329745,33554432,0.000,1.402968,0.018742,-1.011115,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102084890,1763331464497131,0.000000000,0.000000000,1,215564.751346,329745,33554432,0.000,1.402974,0.018744,-1.011108,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102091891,1763331464504132,0.000000000,0.000000000,1,215564.758346,329745,33554432,0.000,1.402970,0.018742,-1.011112,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102098985,1763331464511226,0.000000000,0.000000000,1,215564.765346,329745,33554432,0.000,1.402964,0.018753,-1.011119,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102105903,1763331464518144,0.000000000,0.000000000,1,215564.772346,329745,33554432,0.000,1.402960,0.018767,-1.011120,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102112983,1763331464525224,0.000000000,0.000000000,1,215564.779346,329745,33554432,0.000,1.402965,0.018775,-1.011116,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102119979,1763331464532220,0.000000000,0.000000000,1,215564.786346,329745,33554432,0.000,1.402965,0.018770,-1.011121,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102126887,1763331464539129,0.000000000,0.000000000,1,215564.793346,329745,33554432,0.000,1.402965,0.018776,-1.011116,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102133876,1763331464546118,0.000000000,0.000000000,1,215564.800346,329745,33554432,0.000,1.402965,0.018784,-1.011122,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102140952,1763331464553193,0.000000000,0.000000000,1,215564.807346,329745,33554432,0.000,1.402967,0.018783,-1.011118,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102147870,1763331464560112,0.000000000,0.000000000,1,215564.814346,329745,33554432,0.000,1.402953,0.018782,-1.011120,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102154950,1763331464567192,0.000000000,0.000000000,1,215564.821346,329745,33554432,0.000,1.402952,0.018792,-1.011124,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102161871,1763331464574112,0.000000000,0.000000000,1,215564.828346,329745,33554432,0.000,1.402955,0.018805,-1.011135,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102168983,1763331464581225,0.000000000,0.000000000,1,215564.835346,329745,33554432,0.000,1.402944,0.018803,-1.011140,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102175898,1763331464588140,0.000000000,0.000000000,1,215564.842346,329745,33554432,0.000,1.402950,0.018806,-1.011135,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102182973,1763331464595215,0.000000000,0.000000000,1,215564.849346,329745,33554432,0.000,1.402962,0.018806,-1.011134,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102189975,1763331464602217,0.000000000,0.000000000,1,215564.856346,329745,33554432,0.000,1.402958,0.018803,-1.011137,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102196887,1763331464609128,0.000000000,0.000000000,1,215564.863346,329745,33554432,0.000,1.402953,0.018797,-1.011136,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102203955,1763331464616196,0.000000000,0.000000000,1,215564.870346,329745,33554432,0.000,1.402956,0.018802,-1.011146,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102210863,1763331464623104,0.000000000,0.000000000,1,215564.877346,329745,33554432,0.000,1.402951,0.018809,-1.011140,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102217928,1763331464630169,0.000000000,0.000000000,1,215564.884346,329745,33554432,0.000,1.402957,0.018808,-1.011142,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102224996,1763331464637237,0.000000000,0.000000000,1,215564.891346,329745,33554432,0.000,1.402960,0.018807,-1.011137,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102231952,1763331464644194,0.000000000,0.000000000,1,215564.898346,329745,33554432,0.000,1.402978,0.018812,-1.011139,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102238868,1763331464651109,0.000000000,0.000000000,1,215564.905346,329745,33554432,0.000,1.402974,0.018812,-1.011137,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102245971,1763331464658213,0.000000000,0.000000000,1,215564.912346,329745,33554432,0.000,1.402973,0.018805,-1.011132,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102252915,1763331464665156,0.000000000,0.000000000,1,215564.919346,329745,33554432,0.000,1.402969,0.018805,-1.011125,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102259866,1763331464672107,0.000000000,0.000000000,1,215564.926346,329745,33554432,0.000,1.402979,0.018802,-1.011127,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102267000,1763331464679241,0.000000000,0.000000000,1,215564.933346,329745,33554432,0.000,1.402969,0.018804,-1.011127,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102273871,1763331464686112,0.000000000,0.000000000,1,215564.940346,329745,33554432,0.000,1.402964,0.018802,-1.011137,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102280965,1763331464693206,0.000000000,0.000000000,1,215564.947346,329745,33554432,0.000,1.402960,0.018801,-1.011142,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102287905,1763331464700146,0.000000000,0.000000000,1,215564.954346,329745,33554432,0.000,1.402963,0.018794,-1.011140,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102294858,1763331464707099,0.000000000,0.000000000,1,215564.961346,329745,33554432,0.000,1.402961,0.018792,-1.011139,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102301922,1763331464714163,0.000000000,0.000000000,1,215564.968346,329745,33554432,0.000,1.402966,0.018795,-1.011153,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102308876,1763331464721118,0.000000000,0.000000000,1,215564.975346,329745,33554432,0.000,1.402965,0.018794,-1.011147,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102315943,1763331464728184,0.000000000,0.000000000,1,215564.982346,329745,33554432,0.000,1.402949,0.018799,-1.011154,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102322861,1763331464735102,0.000000000,0.000000000,1,215564.989346,329745,33554432,0.000,1.402938,0.018812,-1.011156,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102329898,1763331464742140,0.000000000,0.000000000,1,215564.996346,329745,33554432,0.000,1.402945,0.018800,-1.011165,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102336936,1763331464749177,0.000000000,0.000000000,1,215565.003346,329745,33554432,0.000,1.402943,0.018802,-1.011167,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102344003,1763331464756245,0.000000000,0.000000000,1,215565.010346,329745,33554432,0.000,1.402956,0.018798,-1.011169,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102350936,1763331464763177,0.000000000,0.000000000,1,215565.017346,329745,33554432,0.000,1.402956,0.018799,-1.011166,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102357842,1763331464770083,0.000000000,0.000000000,1,215565.024346,329745,33554432,0.000,1.402966,0.018799,-1.011172,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102364909,1763331464777150,0.000000000,0.000000000,1,215565.031346,329745,33554432,0.000,1.402956,0.018800,-1.011172,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102371883,1763331464784125,0.000000000,0.000000000,1,215565.038346,329745,33554432,0.000,1.402969,0.018798,-1.011173,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102378856,1763331464791098,0.000000000,0.000000000,1,215565.045346,329745,33554432,0.000,1.402962,0.018799,-1.011173,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102385949,1763331464798190,0.000000000,0.000000000,1,215565.052346,329745,33554432,0.000,1.402951,0.018792,-1.011178,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102392933,1763331464805174,0.000000000,0.000000000,1,215565.059346,329745,33554432,0.000,1.402952,0.018791,-1.011174,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102399849,1763331464812091,0.000000000,0.000000000,1,215565.066346,329745,33554432,0.000,1.402942,0.018790,-1.011182,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102406915,1763331464819157,0.000000000,0.000000000,1,215565.073346,329745,33554432,0.000,1.402946,0.018789,-1.011183,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102413981,1763331464826223,0.000000000,0.000000000,1,215565.080346,329745,33554432,0.000,1.402943,0.018785,-1.011193,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102420900,1763331464833142,0.000000000,0.000000000,1,215565.087346,329745,33554432,0.000,1.402935,0.018782,-1.011192,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102427980,1763331464840222,0.000000000,0.000000000,1,215565.094346,329745,33554432,0.000,1.402921,0.018772,-1.011200,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102434915,1763331464847157,0.000000000,0.000000000,1,215565.101346,329745,33554432,0.000,1.402911,0.018772,-1.011213,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102441990,1763331464854231,0.000000000,0.000000000,1,215565.108346,329745,33554432,0.000,1.402901,0.018773,-1.011207,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102448897,1763331464861139,0.000000000,0.000000000,1,215565.115346,329745,33554432,0.000,1.402895,0.018776,-1.011197,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102455980,1763331464868221,0.000000000,0.000000000,1,215565.122346,329745,33554432,0.000,1.402902,0.018770,-1.011199,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102462887,1763331464875128,0.000000000,0.000000000,1,215565.129346,329745,33554432,0.000,1.402904,0.018772,-1.011193,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102469987,1763331464882229,0.000000000,0.000000000,1,215565.136346,329745,33554432,0.000,1.402898,0.018768,-1.011213,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102476905,1763331464889146,0.000000000,0.000000000,1,215565.143346,329745,33554432,0.000,1.402894,0.018768,-1.011219,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102483987,1763331464896228,0.000000000,0.000000000,1,215565.150346,329745,33554432,0.000,1.402901,0.018771,-1.011213,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102490925,1763331464903167,0.000000000,0.000000000,1,215565.157346,329745,33554432,0.000,1.402890,0.018779,-1.011224,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102497988,1763331464910230,0.000000000,0.000000000,1,215565.164346,329745,33554432,0.000,1.402880,0.018772,-1.011230,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102504912,1763331464917153,0.000000000,0.000000000,1,215565.171346,329745,33554432,0.000,1.402873,0.018772,-1.011228,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102511987,1763331464924229,0.000000000,0.000000000,1,215565.178346,329745,33554432,0.000,1.402870,0.018772,-1.011217,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102518894,1763331464931135,0.000000000,0.000000000,1,215565.185346,329745,33554432,0.000,1.402874,0.018770,-1.011223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102525958,1763331464938200,0.000000000,0.000000000,1,215565.192346,329745,33554432,0.000,1.402886,0.018773,-1.011242,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102532899,1763331464945140,0.000000000,0.000000000,1,215565.199346,329745,33554432,0.000,1.402881,0.018775,-1.011241,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102539981,1763331464952223,0.000000000,0.000000000,1,215565.206346,329745,33554432,0.000,1.402887,0.018780,-1.011262,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102546912,1763331464959154,0.000000000,0.000000000,1,215565.213346,329745,33554432,0.000,1.402891,0.018790,-1.011264,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102553977,1763331464966219,0.000000000,0.000000000,1,215565.220346,329745,33554432,0.000,1.402896,0.018784,-1.011256,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102560895,1763331464973136,0.000000000,0.000000000,1,215565.227346,329745,33554432,0.000,1.402901,0.018779,-1.011248,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102567982,1763331464980223,0.000000000,0.000000000,1,215565.234346,329745,33554432,0.000,1.402904,0.018784,-1.011245,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
102574961,1763331464987202,0.000000000,0.000000000,1,215565.241346,329745,33554432,0.000,1.402901,0.018784,-1.011243,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
