monotonic_ns,timestamp_ns,lat_deg,lon_deg,week,timeOfWeek_s,insStatus,hdwStatus,alt_m,roll_rad,pitch_rad,yaw_rad,vel_U_m_s,vel_V_m_s,vel_W_m_s,ned_N_m,ned_E_m,ned_D_m
5436768306,1763493612134938200,0.000000000,0.000000000,1,377712.023346,329745,33554432,0.000,1.488850,0.037522,-1.116427,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5443294820,1763493612141464602,0.000000000,0.000000000,1,377712.030346,329745,33554432,0.000,1.488838,0.037526,-1.116428,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5450231425,1763493612148401188,0.000000000,0.000000000,1,377712.037346,329745,33554432,0.000,1.488841,0.037521,-1.116427,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5457169289,1763493612155339071,0.000000000,0.000000000,1,377712.044346,329745,33554432,0.000,1.488855,0.037521,-1.116423,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5464241597,1763493612162411379,0.000000000,0.000000000,1,377712.051346,329745,33554432,0.000,1.488884,0.037508,-1.116421,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5471109831,1763493612169279595,0.000000000,0.000000000,1,377712.058346,329745,33554432,0.000,1.488909,0.037499,-1.116405,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5478100751,1763493612176270533,0.000000000,0.000000000,1,377712.065346,329745,33554432,0.000,1.488960,0.037490,-1.116398,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5485144800,1763493612183314563,0.000000000,0.000000000,1,377712.072346,329745,33554433,0.000,1.488987,0.037486,-1.116389,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5492198922,1763493612190368686,0.000000000,0.000000000,1,377712.079346,329745,33554433,0.000,1.489024,0.037486,-1.116396,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5499229731,1763493612197399494,0.000000000,0.000000000,1,377712.086346,329745,33554433,0.000,1.489046,0.037489,-1.116380,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5506149724,1763493612204319507,0.000000000,0.000000000,1,377712.093346,329745,33554432,0.000,1.489053,0.037486,-1.116385,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5513122885,1763493612211292667,0.000000000,0.000000000,1,377712.100346,329745,33554432,0.000,1.489059,0.037482,-1.116374,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5520121619,1763493612218291401,0.000000000,0.000000000,1,377712.107346,329745,33554432,0.000,1.489035,0.037492,-1.116363,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5527173408,1763493612225343191,0.000000000,0.000000000,1,377712.114346,329745,33554432,0.000,1.488992,0.037496,-1.116363,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5534244698,1763493612232414480,0.000000000,0.000000000,1,377712.121346,329745,33554432,0.000,1.488928,0.037507,-1.116368,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5541164377,1763493612239334159,0.000000000,0.000000000,1,377712.128346,329745,33554432,0.000,1.488880,0.037520,-1.116372,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5548170833,1763493612246340615,0.000000000,0.000000000,1,377712.135346,329745,33554432,0.000,1.488820,0.037521,-1.116379,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5555244382,1763493612253414164,0.000000000,0.000000000,1,377712.142346,329745,33554432,0.000,1.488781,0.037521,-1.116369,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5562175857,1763493612260345639,0.000000000,0.000000000,1,377712.149346,329745,33554432,0.000,1.488763,0.037528,-1.116364,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5569143425,1763493612267313133,0.000000000,0.000000000,1,377712.156346,329745,33554432,0.000,1.488754,0.037524,-1.116361,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5576195622,1763493612274365385,0.000000000,0.000000000,1,377712.163346,329745,33554432,0.000,1.488768,0.037525,-1.116365,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5583907150,1763493612282075599,0.000000000,0.000000000,1,377712.170346,329745,33554432,0.000,1.488799,0.037522,-1.116364,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5590218405,1763493612288388187,0.000000000,0.000000000,1,377712.177346,329745,33554432,0.000,1.488843,0.037517,-1.116360,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5597166139,1763493612295335921,0.000000000,0.000000000,1,377712.184346,329745,33554432,0.000,1.488895,0.037508,-1.116343,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5604638890,1763493612302808784,0.000000000,0.000000000,1,377712.191346,329745,33554433,0.000,1.488940,0.037498,-1.116328,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5611272829,1763493612309442612,0.000000000,0.000000000,1,377712.198346,329745,33554433,0.000,1.488992,0.037499,-1.116304,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5618249971,1763493612316419624,0.000000000,0.000000000,1,377712.205346,329745,33554433,0.000,1.489030,0.037487,-1.116295,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5625149835,1763493612323319618,0.000000000,0.000000000,1,377712.212346,329745,33554433,0.000,1.489050,0.037485,-1.116295,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5632207347,1763493612330377111,0.000000000,0.000000000,1,377712.219346,329745,33554433,0.000,1.489050,0.037497,-1.116296,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5639132896,1763493612337302679,0.000000000,0.000000000,1,377712.226346,329745,33554433,0.000,1.489033,0.037495,-1.116298,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5646151353,1763493612344321116,0.000000000,0.000000000,1,377712.233346,329745,33554432,0.000,1.488999,0.037509,-1.116308,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5653127605,1763493612351297369,0.000000000,0.000000000,1,377712.240346,329745,33554432,0.000,1.488964,0.037511,-1.116308,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5660147228,1763493612358316992,0.000000000,0.000000000,1,377712.247346,329745,33554432,0.000,1.488912,0.037515,-1.116323,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5667259833,1763493612365429596,0.000000000,0.000000000,1,377712.254346,329745,33554432,0.000,1.488869,0.037522,-1.116325,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5674221956,1763493612372391720,0.000000000,0.000000000,1,377712.261346,329745,33554432,0.000,1.488834,0.037527,-1.116331,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5681232708,1763493612379402491,0.000000000,0.000000000,1,377712.268346,329745,33554432,0.000,1.488800,0.037521,-1.116322,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5688252961,1763493612386422503,0.000000000,0.000000000,1,377712.275346,329745,33554432,0.000,1.488792,0.037525,-1.116332,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5695277584,1763493612393447348,0.000000000,0.000000000,1,377712.282346,329745,33554432,0.000,1.488797,0.037524,-1.116323,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5702229467,1763493612400399230,0.000000000,0.000000000,1,377712.289346,329745,33554432,0.000,1.488820,0.037524,-1.116317,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5709555533,1763493612407725278,0.000000000,0.000000000,1,377712.296346,329745,33554433,0.000,1.488842,0.037525,-1.116295,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5720617104,1763493612418786887,0.000000000,0.000000000,1,377712.303346,329745,33554433,0.000,1.488884,0.037515,-1.116296,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5723295687,1763493612421465359,0.000000000,0.000000000,1,377712.310346,329745,33554433,0.000,1.488921,0.037514,-1.116297,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5730170681,1763493612428340464,0.000000000,0.000000000,1,377712.317346,329745,33554433,0.000,1.488956,0.037517,-1.116290,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5738694429,1763493612436864285,0.000000000,0.000000000,1,377712.324346,329745,33554433,0.000,1.488991,0.037510,-1.116283,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5744136409,1763493612442306173,0.000000000,0.000000000,1,377712.331346,329745,33554433,0.000,1.489017,0.037503,-1.116283,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5751232458,1763493612449402240,0.000000000,0.000000000,1,377712.338346,329745,33554433,0.000,1.489012,0.037496,-1.116285,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5758280247,1763493612456450030,0.000000000,0.000000000,1,377712.345346,329745,33554433,0.000,1.488990,0.037501,-1.116284,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5765248648,1763493612463418431,0.000000000,0.000000000,1,377712.352346,329745,33554432,0.000,1.488976,0.037505,-1.116286,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5772141512,1763493612470311313,0.000000000,0.000000000,1,377712.359346,329745,33554432,0.000,1.488958,0.037506,-1.116288,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5779226783,1763493612477396584,0.000000000,0.000000000,1,377712.366346,329745,33554432,0.000,1.488939,0.037500,-1.116299,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5786296499,1763493612484466281,0.000000000,0.000000000,1,377712.373346,329745,33554432,0.000,1.488923,0.037499,-1.116302,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5793175141,1763493612491344923,0.000000000,0.000000000,1,377712.380346,329745,33554432,0.000,1.488906,0.037496,-1.116298,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5800243782,1763493612498413564,0.000000000,0.000000000,1,377712.387346,329745,33554432,0.000,1.488904,0.037496,-1.116299,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5807298294,1763493612505468076,0.000000000,0.000000000,1,377712.394346,329745,33554432,0.000,1.488907,0.037501,-1.116300,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5814228454,1763493612512398237,0.000000000,0.000000000,1,377712.401346,329745,33554432,0.000,1.488920,0.037505,-1.116290,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5821164115,1763493612519333897,0.000000000,0.000000000,1,377712.408346,329745,33554432,0.000,1.488921,0.037514,-1.116273,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5828238089,1763493612526407631,0.000000000,0.000000000,1,377712.415346,329745,33554432,0.000,1.488929,0.037511,-1.116272,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5835248175,1763493612533417939,0.000000000,0.000000000,1,377712.422346,329745,33554432,0.000,1.488930,0.037513,-1.116258,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5842210650,1763493612540380433,0.000000000,0.000000000,1,377712.429346,329745,33554432,0.000,1.488933,0.037509,-1.116266,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5849246773,1763493612547416556,0.000000000,0.000000000,1,377712.436346,329745,33554433,0.000,1.488930,0.037516,-1.116259,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5856282896,1763493612554452679,0.000000000,0.000000000,1,377712.443346,329745,33554433,0.000,1.488926,0.037516,-1.116260,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5863187372,1763493612561357135,0.000000000,0.000000000,1,377712.450346,329745,33554432,0.000,1.488911,0.037525,-1.116261,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5870165939,1763493612568335721,0.000000000,0.000000000,1,377712.457346,329745,33554432,0.000,1.488900,0.037521,-1.116263,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5877189525,1763493612575359289,0.000000000,0.000000000,1,377712.464346,329745,33554432,0.000,1.488880,0.037532,-1.116247,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5884245741,1763493612582415523,0.000000000,0.000000000,1,377712.471346,329745,33554432,0.000,1.488867,0.037533,-1.116244,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5891200753,1763493612589370517,0.000000000,0.000000000,1,377712.478346,329745,33554432,0.000,1.488855,0.037531,-1.116231,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5898212487,1763493612596382269,0.000000000,0.000000000,1,377712.485346,329745,33554432,0.000,1.488860,0.037525,-1.116239,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5905157795,1763493612603327578,0.000000000,0.000000000,1,377712.492346,329745,33554432,0.000,1.488859,0.037509,-1.116239,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5912195215,1763493612610364997,0.000000000,0.000000000,1,377712.499346,329745,33554432,0.000,1.488882,0.037502,-1.116241,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5919092005,1763493612617261787,0.000000000,0.000000000,1,377712.506346,329745,33554432,0.000,1.488908,0.037493,-1.116224,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5926129072,1763493612624298854,0.000000000,0.000000000,1,377712.513346,329745,33554432,0.000,1.488944,0.037495,-1.116222,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5933192417,1763493612631362199,0.000000000,0.000000000,1,377712.520346,329745,33554432,0.000,1.488957,0.037507,-1.116211,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5940078152,1763493612638247934,0.000000000,0.000000000,1,377712.527346,329745,33554432,0.000,1.488972,0.037513,-1.116213,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5947114849,1763493612645284631,0.000000000,0.000000000,1,377712.534346,329745,33554433,0.000,1.488990,0.037509,-1.116210,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5954218064,1763493612652387939,0.000000000,0.000000000,1,377712.541346,329745,33554433,0.000,1.488979,0.037510,-1.116212,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5961221724,1763493612659391507,0.000000000,0.000000000,1,377712.548346,329745,33554433,0.000,1.488972,0.037510,-1.116219,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5968160903,1763493612666330667,0.000000000,0.000000000,1,377712.555346,329745,33554432,0.000,1.488964,0.037512,-1.116224,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5975079156,1763493612673249012,0.000000000,0.000000000,1,377712.562346,329745,33554432,0.000,1.488939,0.037516,-1.116223,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5982211482,1763493612680381265,0.000000000,0.000000000,1,377712.569346,329745,33554432,0.000,1.488911,0.037518,-1.116231,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5989162883,1763493612687332647,0.000000000,0.000000000,1,377712.576346,329745,33554432,0.000,1.488891,0.037512,-1.116234,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
5996202636,1763493612694372418,0.000000000,0.000000000,1,377712.583346,329745,33554432,0.000,1.488880,0.037503,-1.116233,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6003286796,1763493612701456541,0.000000000,0.000000000,1,377712.590346,329745,33554432,0.000,1.488871,0.037508,-1.116237,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6010116456,1763493612708286239,0.000000000,0.000000000,1,377712.597346,329745,33554432,0.000,1.488860,0.037508,-1.116247,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6017141413,1763493612715311195,0.000000000,0.000000000,1,377712.604346,329745,33554432,0.000,1.488839,0.037506,-1.116251,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6024182554,1763493612722352337,0.000000000,0.000000000,1,377712.611346,329745,33554432,0.000,1.488841,0.037508,-1.116247,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6031080844,1763493612729250627,0.000000000,0.000000000,1,377712.618346,329745,33554432,0.000,1.488837,0.037509,-1.116242,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6038214985,1763493612736384768,0.000000000,0.000000000,1,377712.625346,329745,33554432,0.000,1.488854,0.037506,-1.116234,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6045120294,1763493612743290076,0.000000000,0.000000000,1,377712.632346,329745,33554432,0.000,1.488870,0.037496,-1.116242,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6052164195,1763493612750333977,0.000000000,0.000000000,1,377712.639346,329745,33554432,0.000,1.488902,0.037495,-1.116234,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6059204040,1763493612757373822,0.000000000,0.000000000,1,377712.646346,329745,33554432,0.000,1.488930,0.037496,-1.116216,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6066105108,1763493612764274890,0.000000000,0.000000000,1,377712.653346,329745,33554433,0.000,1.488944,0.037488,-1.116206,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6073145564,1763493612771315346,0.000000000,0.000000000,1,377712.660346,329745,33554433,0.000,1.488962,0.037491,-1.116193,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6080210057,1763493612778379840,0.000000000,0.000000000,1,377712.667346,329745,33554433,0.000,1.488972,0.037490,-1.116185,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6087198921,1763493612785368703,0.000000000,0.000000000,1,377712.674346,329745,33554432,0.000,1.488967,0.037501,-1.116180,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6094078137,1763493612792247920,0.000000000,0.000000000,1,377712.681346,329745,33554432,0.000,1.488968,0.037496,-1.116183,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6101189297,1763493612799359061,0.000000000,0.000000000,1,377712.688346,329745,33554432,0.000,1.488964,0.037497,-1.116168,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6108221161,1763493612806390962,0.000000000,0.000000000,1,377712.695346,329745,33554432,0.000,1.488959,0.037496,-1.116171,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6115099506,1763493612813269289,0.000000000,0.000000000,1,377712.702346,329745,33554432,0.000,1.488946,0.037489,-1.116147,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6122179851,1763493612820349634,0.000000000,0.000000000,1,377712.709346,329745,33554432,0.000,1.488933,0.037487,-1.116153,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6129099419,1763493612827269202,0.000000000,0.000000000,1,377712.716346,329745,33554432,0.000,1.488928,0.037487,-1.116141,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6136177135,1763493612834346917,0.000000000,0.000000000,1,377712.723346,329745,33554432,0.000,1.488914,0.037483,-1.116145,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6143304350,1763493612841474132,0.000000000,0.000000000,1,377712.730346,329745,33554432,0.000,1.488878,0.037496,-1.116151,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6152716946,1763493612850886821,0.000000000,0.000000000,1,377712.737346,329745,33554432,0.000,1.488860,0.037495,-1.116155,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6157084300,1763493612855254083,0.000000000,0.000000000,1,377712.744346,329745,33554432,0.000,1.488847,0.037492,-1.116155,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6164264182,1763493612862432613,0.000000000,0.000000000,1,377712.751346,329745,33554432,0.000,1.488841,0.037497,-1.116144,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6171314842,1763493612869484606,0.000000000,0.000000000,1,377712.758346,329745,33554432,0.000,1.488829,0.037500,-1.116140,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6178173040,1763493612876342822,0.000000000,0.000000000,1,377712.765346,329745,33554432,0.000,1.488838,0.037489,-1.116136,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6185128330,1763493612883298093,0.000000000,0.000000000,1,377712.772346,329745,33554432,0.000,1.488847,0.037486,-1.116142,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6192111805,1763493612890281587,0.000000000,0.000000000,1,377712.779346,329745,33554432,0.000,1.488863,0.037484,-1.116147,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6199254575,1763493612897424191,0.000000000,0.000000000,1,377712.786346,329745,33554432,0.000,1.488869,0.037489,-1.116159,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6206093588,1763493612904263370,0.000000000,0.000000000,1,377712.793346,329745,33554432,0.000,1.488873,0.037495,-1.116160,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6213174359,1763493612911344141,0.000000000,0.000000000,1,377712.800346,329745,33554432,0.000,1.488882,0.037488,-1.116160,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6220741369,1763493612918911225,0.000000000,0.000000000,1,377712.807346,329745,33554432,0.000,1.488898,0.037489,-1.116152,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6227170161,1763493612925339647,0.000000000,0.000000000,1,377712.814346,329745,33554432,0.000,1.488926,0.037473,-1.116139,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6234124025,1763493612932293807,0.000000000,0.000000000,1,377712.821346,329745,33554432,0.000,1.488945,0.037472,-1.116133,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6241171925,1763493612939341059,0.000000000,0.000000000,1,377712.828346,329745,33554432,0.000,1.488962,0.037468,-1.116127,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6248176974,1763493612946346757,0.000000000,0.000000000,1,377712.835346,329745,33554432,0.000,1.488976,0.037468,-1.116127,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6255102857,1763493612953272639,0.000000000,0.000000000,1,377712.842346,329745,33554432,0.000,1.488973,0.037472,-1.116129,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6262137832,1763493612960307614,0.000000000,0.000000000,1,377712.849346,329745,33554432,0.000,1.488949,0.037472,-1.116134,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6269172140,1763493612967341922,0.000000000,0.000000000,1,377712.856346,329745,33554432,0.000,1.488928,0.037481,-1.116134,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6276093596,1763493612974263379,0.000000000,0.000000000,1,377712.863346,329745,33554432,0.000,1.488891,0.037491,-1.116127,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6284174160,1763493612982343998,0.000000000,0.000000000,1,377712.870346,329745,33554432,0.000,1.488867,0.037486,-1.116124,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6290153657,1763493612988323421,0.000000000,0.000000000,1,377712.877346,329745,33554432,0.000,1.488842,0.037484,-1.116137,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6297203021,1763493612995372581,0.000000000,0.000000000,1,377712.884346,329745,33554432,0.000,1.488828,0.037487,-1.116132,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6304115737,1763493613002285519,0.000000000,0.000000000,1,377712.891346,329745,33554432,0.000,1.488824,0.037489,-1.116128,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6311164452,1763493613009334235,0.000000000,0.000000000,1,377712.898346,329745,33554432,0.000,1.488804,0.037481,-1.116135,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6320673474,1763493613018843349,0.000000000,0.000000000,1,377712.905346,329745,33554432,0.000,1.488796,0.037483,-1.116129,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6325235606,1763493613023405369,0.000000000,0.000000000,1,377712.912346,329745,33554432,0.000,1.488788,0.037481,-1.116126,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6332111914,1763493613030281678,0.000000000,0.000000000,1,377712.919346,329745,33554432,0.000,1.488808,0.037488,-1.116112,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6339103445,1763493613037273227,0.000000000,0.000000000,1,377712.926346,329745,33554432,0.000,1.488822,0.037491,-1.116112,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6346206697,1763493613044376480,0.000000000,0.000000000,1,377712.933346,329745,33554432,0.000,1.488850,0.037493,-1.116113,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6353617745,1763493613051787620,0.000000000,0.000000000,1,377712.940346,329745,33554432,0.000,1.488857,0.037498,-1.116104,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6360105555,1763493613058275337,0.000000000,0.000000000,1,377712.947346,329745,33554432,0.000,1.488882,0.037493,-1.116095,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6367217992,1763493613065387256,0.000000000,0.000000000,1,377712.954346,329745,33554432,0.000,1.488910,0.037496,-1.116098,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6374142764,1763493613072312435,0.000000000,0.000000000,1,377712.961346,329745,33554432,0.000,1.488943,0.037492,-1.116096,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6381189794,1763493613079359558,0.000000000,0.000000000,1,377712.968346,329745,33554432,0.000,1.488953,0.037493,-1.116097,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6388125510,1763493613086295292,0.000000000,0.000000000,1,377712.975346,329745,33554432,0.000,1.488959,0.037496,-1.116084,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6395176374,1763493613093346175,0.000000000,0.000000000,1,377712.982346,329745,33554432,0.000,1.488956,0.037493,-1.116066,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6402210423,1763493613100380205,0.000000000,0.000000000,1,377712.989346,329745,33554432,0.000,1.488942,0.037496,-1.116059,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6409238953,1763493613107408735,0.000000000,0.000000000,1,377712.996346,329745,33554432,0.000,1.488923,0.037498,-1.116059,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6416151076,1763493613114320859,0.000000000,0.000000000,1,377713.003346,329745,33554432,0.000,1.488914,0.037496,-1.116061,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6423163736,1763493613121333408,0.000000000,0.000000000,1,377713.010346,329745,33554432,0.000,1.488891,0.037498,-1.116063,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6430092619,1763493613128262383,0.000000000,0.000000000,1,377713.017346,329745,33554432,0.000,1.488864,0.037510,-1.116065,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6437127001,1763493613135296802,0.000000000,0.000000000,1,377713.024346,329745,33554432,0.000,1.488850,0.037514,-1.116063,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6444197235,1763493613142366999,0.000000000,0.000000000,1,377713.031346,329745,33554432,0.000,1.488828,0.037515,-1.116068,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6452288021,1763493613150457859,0.000000000,0.000000000,1,377713.038346,329745,33554432,0.000,1.488805,0.037514,-1.116064,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6458204129,1763493613156373986,0.000000000,0.000000000,1,377713.045346,329745,33554432,0.000,1.488809,0.037516,-1.116064,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6465096290,1763493613163265924,0.000000000,0.000000000,1,377713.052346,329745,33554432,0.000,1.488803,0.037509,-1.116075,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6472164598,1763493613170334380,0.000000000,0.000000000,1,377713.059346,329745,33554432,0.000,1.488808,0.037510,-1.116067,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6479226573,1763493613177396096,0.000000000,0.000000000,1,377713.066346,329745,33554432,0.000,1.488809,0.037521,-1.116073,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6486099344,1763493613184269108,0.000000000,0.000000000,1,377713.073346,329745,33554432,0.000,1.488834,0.037521,-1.116074,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
6493211448,1763493613191381231,0.000000000,0.000000000,1,377713.080346,329745,33554432,0.000,1.488849,0.037520,-1.116068,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
