monotonic_ns,timestamp_ns,time_s,status,pqr_P_rad_s,pqr_Q_rad_s,pqr_R_rad_s,acc_X_m_s2,acc_Y_m_s2,acc_Z_m_s2
55628090506,1763493662326260288,377762.216346,4128768,0.001866,-0.002706,-0.000528,0.364449,-9.750669,-0.786803
55629087817,1763493662327257618,377762.217346,4128768,0.001865,0.004704,-0.002206,0.366093,-9.757109,-0.801032
55630068406,1763493662328238188,377762.218346,4128768,0.003915,-0.000622,0.000699,0.366024,-9.758740,-0.800975
55631048940,1763493662329218741,377762.219346,4128768,0.004339,-0.001876,-0.000926,0.356416,-9.734692,-0.791617
55632029807,1763493662330199607,377762.220346,4128768,0.003475,0.000589,0.000279,0.356605,-9.758659,-0.797982
55633011229,1763493662331181011,377762.221346,4128768,0.001875,0.002233,-0.002196,0.358311,-9.753844,-0.810756
55634031596,1763493662332201378,377762.222346,4128768,0.003119,0.001018,-0.001363,0.367603,-9.736299,-0.796387
55635012222,1763493662333182004,377762.223346,4128768,0.003108,-0.000210,-0.000558,0.362890,-9.747481,-0.793187
55635992866,1763493662334162667,377762.224346,4128768,0.002285,-0.002691,0.000283,0.356408,-9.741112,-0.793194
55636981530,1763493662335151312,377762.225346,4128768,0.004765,0.000603,-0.003401,0.370757,-9.742662,-0.788375
55637979656,1763493662336149456,377762.226346,4128768,0.001472,0.001010,-0.000552,0.356488,-9.752274,-0.796367
55639128392,1763493662337298175,377762.227346,4128768,0.002705,0.001027,-0.000961,0.372487,-9.753823,-0.794684
55640109055,1763493662338278838,377762.228346,4128768,0.000228,-0.002287,0.001480,0.369328,-9.753798,-0.797870
55641105330,1763493662339275112,377762.229346,4128768,-0.000163,0.001414,-0.001792,0.373882,-9.742619,-0.781963
55642085437,1763493662340255220,377762.230346,4128768,0.001063,0.002654,-0.001390,0.374072,-9.766616,-0.799322
55643065804,1763493662341235586,377762.231346,4128768,0.005978,0.003488,-0.002181,0.366062,-9.749088,-0.797901
55644045949,1763493662342215750,377762.232346,4128768,0.000242,0.000168,-0.000970,0.366030,-9.742731,-0.802658
55645026871,1763493662343196654,377762.233346,4128768,0.001040,-0.002692,0.001496,0.372379,-9.752304,-0.797788
55646007553,1763493662344177335,377762.234346,4128768,-0.001396,-0.002716,0.000252,0.359608,-9.744244,-0.786865
55646988086,1763493662345157869,377762.235346,4128768,-0.001406,-0.000652,-0.000153,0.359615,-9.737876,-0.790061
55647996990,1763493662346166773,377762.236346,4128768,0.002675,0.001863,0.000692,0.372435,-9.750715,-0.797853
55648995468,1763493662347165250,377762.237346,4128768,0.001490,-0.002283,-0.001357,0.372508,-9.749107,-0.809018
55649976853,1763493662348146636,377762.238346,4128768,0.003087,0.000582,-0.002587,0.367574,-9.755445,-0.788303
55651128720,1763493662349298521,377762.239346,4128768,-0.001416,0.000197,-0.000166,0.370866,-9.752281,-0.802624
55652109013,1763493662350278795,377762.240346,4128768,-0.002603,-0.002314,-0.002202,0.364460,-9.753874,-0.789981
55653090065,1763493662351259847,377762.241346,4128768,0.000252,-0.003125,-0.002175,0.366136,-9.745911,-0.802744
55654070543,1763493662352240325,377762.242346,4128768,-0.003426,-0.003533,-0.001391,0.366253,-9.760272,-0.805855
55655065650,1763493662353235432,377762.243346,4128768,0.000666,-0.001467,-0.002194,0.369242,-9.749004,-0.782085
55656046091,1763493662354215873,377762.244346,4128768,-0.004198,-0.002738,-0.003437,0.372432,-9.741102,-0.793139
55657027162,1763493662355196944,377762.245346,4128768,0.000249,-0.001072,-0.000966,0.374091,-9.747471,-0.799467
55658007991,1763493662356177792,377762.246346,4128768,0.003111,-0.000647,-0.001764,0.356546,-9.755409,-0.790037
55658997081,1763493662357166863,377762.247346,4128768,0.002266,0.002673,-0.000560,0.350159,-9.752298,-0.798007
55660136391,1763493662358306174,377762.248346,4128768,-0.001814,-0.001876,0.000646,0.366079,-9.744392,-0.805844
55661130388,1763493662359300189,377762.249346,4128768,-0.000134,0.000573,-0.001372,0.370871,-9.757057,-0.794680
55662125458,1763493662360295241,377762.250346,4128768,0.002275,-0.000627,-0.000127,0.367676,-9.755491,-0.791506
55663105732,1763493662361275515,377762.251346,4128768,0.000628,-0.002285,-0.000563,0.354937,-9.753914,-0.801123
55664108822,1763493662362278252,377762.252346,4128768,-0.003454,-0.004761,-0.001410,0.362948,-9.747546,-0.801132
55665096392,1763493662363266193,377762.253346,4128768,-0.000580,0.001812,-0.002209,0.358081,-9.749130,-0.794782
55666076611,1763493662364246430,377762.254346,4128768,0.000655,-0.003514,-0.001370,0.364648,-9.758658,-0.797948
55667056848,1763493662365226667,377762.255346,4128768,-0.003417,0.004282,-0.002245,0.353192,-9.726697,-0.785409
55668037270,1763493662366207053,377762.256346,4128768,-0.002631,-0.000244,-0.001405,0.353365,-9.737947,-0.798089
55669077767,1763493662367247568,377762.257346,4128768,-0.001400,-0.001888,-0.001401,0.361311,-9.739449,-0.802766
55670060134,1763493662368229916,377762.258346,4128768,-0.001800,0.000158,-0.001808,0.370767,-9.753791,-0.783538
55671040537,1763493662369210338,377762.259346,4128768,-0.002202,0.000167,-0.002221,0.370922,-9.747516,-0.802678
55672020719,1763493662370190520,377762.260346,4128768,-0.003426,-0.003141,-0.001795,0.356492,-9.734741,-0.794900
55673001586,1763493662371171368,377762.261346,4128768,-0.002219,-0.000241,-0.000999,0.372481,-9.725145,-0.802815
55673982064,1763493662372151846,377762.262346,4128768,-0.006681,-0.004765,-0.001417,0.362858,-9.733097,-0.793264
55675135412,1763493662373305194,377762.263346,4128768,0.003089,-0.000202,-0.001384,0.354943,-9.748996,-0.790123
55676130982,1763493662374300765,377762.264346,4128768,-0.005093,-0.000654,-0.001415,0.364357,-9.739470,-0.790000
55677111812,1763493662375281594,377762.265346,4128768,-0.001819,-0.001889,0.000643,0.364377,-9.733111,-0.793182
55678092216,1763493662376261998,377762.266346,4128768,-0.001409,-0.003119,0.000263,0.370807,-9.755429,-0.796252
55679089027,1763493662377258810,377762.267346,4128768,-0.000158,-0.000657,-0.002187,0.361127,-9.756995,-0.775659
55680069931,1763493662378239713,377762.268346,4128768,-0.001810,-0.001457,0.001483,0.356642,-9.757101,-0.809061
55681050372,1763493662379220154,377762.269346,4128768,-0.003857,-0.003937,-0.002625,0.372464,-9.729907,-0.804339
55682030535,1763493662380200318,377762.270346,4128768,0.000652,-0.000629,-0.001778,0.377266,-9.745890,-0.804211
55683033828,1763493662381203610,377762.271346,4128768,0.000644,-0.001038,-0.000154,0.369217,-9.749078,-0.788394
55684013973,1763493662382183773,377762.272346,4128768,-0.007077,-0.000287,-0.004285,0.364518,-9.747557,-0.804274
55684994710,1763493662383164492,377762.273346,4128768,-0.003440,-0.001056,-0.000179,0.374049,-9.741112,-0.805851
55685986614,1763493662384156415,377762.274346,4128768,-0.004245,0.002213,-0.002236,0.374052,-9.742685,-0.801060
55687126424,1763493662385296207,377762.275346,4128768,-0.003032,0.002642,-0.003071,0.374074,-9.757044,-0.793063
55688106162,1763493662386275963,377762.276346,4128768,-0.002230,-0.003119,0.000666,0.362938,-9.752302,-0.794763
55689098640,1763493662387268422,377762.277346,4128768,0.001855,-0.001858,-0.000557,0.366155,-9.745945,-0.807451
55690112043,1763493662388281863,377762.278346,4128768,0.002297,0.001846,-0.002206,0.374092,-9.753880,-0.802615
55691092614,1763493662389262396,377762.279346,4128768,-0.000583,0.000590,0.000663,0.367670,-9.733097,-0.798029
55692072814,1763493662390242596,377762.280346,4128768,0.000204,-0.003097,0.002318,0.361289,-9.749064,-0.793149
55693054366,1763493662391224167,377762.281346,4128768,-0.000145,0.000164,-0.003035,0.372445,-9.736340,-0.804238
55694034566,1763493662392204367,377762.282346,4128768,-0.004272,-0.002722,-0.000582,0.362819,-9.741071,-0.790017
55695014952,1763493662393184734,377762.283346,4128768,-0.003845,-0.002300,-0.003040,0.361359,-9.750665,-0.796368
55695995708,1763493662394165490,377762.284346,4128768,-0.001768,0.004696,-0.003871,0.372375,-9.741064,-0.785203
55696991000,1763493662395160783,377762.285346,4128768,-0.003419,-0.004373,-0.002613,0.377264,-9.736378,-0.810605
55698130089,1763493662396299871,377762.286346,4128768,-0.000190,0.002644,-0.001816,0.364530,-9.742802,-0.809094
55699126956,1763493662397296738,377762.287346,4128768,-0.003008,-0.000253,-0.003027,0.359800,-9.752353,-0.812199
55700108026,1763493662398277808,377762.288346,4128768,-0.001791,-0.003136,-0.001798,0.353322,-9.752315,-0.796376
55701089800,1763493662399259583,377762.289346,4128768,-0.000967,-0.002737,-0.003428,0.363056,-9.765174,-0.812147
55702069982,1763493662400239783,377762.290346,4128768,-0.000139,-0.001500,-0.002997,0.362942,-9.753909,-0.804238
55703050256,1763493662401220039,377762.291346,4128768,0.001809,-0.001442,0.004364,0.362867,-9.745914,-0.791610
55704055864,1763493662402225646,377762.292346,4128768,-0.000135,-0.001075,-0.004251,0.370830,-9.749098,-0.789952
55705037416,1763493662403207198,377762.293346,4128768,-0.003853,0.004301,0.000647,0.375729,-9.747546,-0.810567
55706017598,1763493662404187380,377762.294346,4128768,-0.002214,-0.001891,-0.002608,0.366171,-9.752366,-0.820106
55706998039,1763493662405167821,377762.295346,4128768,-0.004628,-0.002320,-0.000574,0.367795,-9.749167,-0.816979
55708136683,1763493662406306484,377762.296346,4128768,-0.003003,-0.001074,-0.003043,0.372438,-9.742704,-0.802631
55708991217,1763493662407160999,377762.297346,4128768,0.000214,0.000188,-0.000562,0.366155,-9.739595,-0.815424
55709983732,1763493662408153514,377762.298346,4128768,-0.001406,-0.001050,-0.000974,0.364460,-9.742687,-0.791672
55711137672,1763493662409307473,377762.299346,4128768,-0.004236,0.000984,-0.003062,0.374129,-9.741104,-0.813829
55711980521,1763493662410150322,377762.300346,4128768,-0.005061,0.000156,-0.001021,0.369213,-9.734674,-0.793209
55713121776,1763493662411291577,377762.301346,4128768,-0.000155,-0.000651,-0.003035,0.374108,-9.747486,-0.804211
55714102217,1763493662412272018,377762.302346,4128768,-0.002190,-0.003557,-0.001798,0.366195,-9.752333,-0.807432
55715082454,1763493662413252255,377762.303346,4128768,-0.000165,-0.000247,-0.001797,0.362827,-9.750685,-0.794738
55716062802,1763493662414232585,377762.304346,4128768,0.000675,-0.003530,-0.003010,0.361141,-9.745841,-0.789925
55717044225,1763493662415214007,377762.305346,4128768,0.001447,0.000603,-0.000557,0.369208,-9.744287,-0.794718
55718039518,1763493662416209318,377762.306346,4128768,0.000648,-0.002293,-0.001790,0.369403,-9.753990,-0.816906
55719037699,1763493662417207482,377762.307346,4128768,0.000261,-0.001884,-0.002184,0.361325,-9.750698,-0.804295
55720019399,1763493662418189200,377762.308346,4128768,0.003924,-0.000215,-0.001370,0.369327,-9.757083,-0.808996
55721001044,1763493662419170845,377762.309346,4128768,0.005140,-0.003081,0.001121,0.361432,-9.733131,-0.807664
55721994115,1763493662420163915,377762.310346,4128768,0.001879,0.001025,-0.001399,0.356505,-9.736387,-0.812289
55723134481,1763493662421304263,377762.311346,4128768,0.005930,-0.001035,0.001526,0.372464,-9.747498,-0.797881
55724115163,1763493662422284945,377762.312346,4128768,0.000246,-0.002275,0.000259,0.375837,-9.752319,-0.818529
55725111807,1763493662423281589,377762.313346,4128768,0.001450,-0.003096,0.000280,0.364572,-9.741168,-0.818642
55726092285,1763493662424262067,377762.314346,4128768,-0.000981,0.001415,-0.000567,0.358145,-9.741060,-0.799636
55727097059,1763493662425266842,377762.315346,4128768,-0.002158,-0.003145,-0.003419,0.366121,-9.737878,-0.802746
55728077241,1763493662426247023,377762.316346,4128768,-0.001025,-0.001445,0.002309,0.364597,-9.749130,-0.805885
55729067867,1763493662427237649,377762.317346,4128768,0.003114,-0.003544,-0.000525,0.359866,-9.752371,-0.815418
55730048586,1763493662428218387,377762.318346,4128768,-0.000586,-0.005166,0.000246,0.370981,-9.757093,-0.805852
55731028638,1763493662429198420,377762.319346,4128768,0.004332,-0.001428,-0.002993,0.367522,-9.741056,-0.789957
55732024023,1763493662430193824,377762.320346,4128768,0.001479,0.001007,-0.000554,0.366180,-9.741096,-0.804375
55733005723,1763493662431175506,377762.321346,4128768,0.001071,-0.001049,-0.002187,0.356737,-9.765098,-0.809087
55733985887,1763493662432155687,377762.322346,4128768,0.004699,0.000618,0.000678,0.366300,-9.755538,-0.815438
55735124642,1763493662433294424,377762.323346,4128768,0.003511,0.001821,-0.003819,0.369386,-9.747541,-0.807479
55736104786,1763493662434274587,377762.324346,4128768,0.001083,0.001000,-0.004243,0.377269,-9.744310,-0.805795
55737085024,1763493662435254806,377762.325346,4128768,0.005537,0.001037,0.001094,0.372432,-9.742722,-0.801060
55738065631,1763493662436235414,377762.326346,4128768,0.002302,-0.000633,-0.000549,0.367648,-9.742661,-0.799539
55739075776,1763493662437245558,377762.327346,4128768,0.002285,-0.004326,0.001515,0.356601,-9.750757,-0.817016
55740057272,1763493662438227055,377762.328346,4128768,0.000624,-0.001040,0.000670,0.355067,-9.755528,-0.805947
55741039028,1763493662439208810,377762.329346,4128768,0.003895,0.000588,0.003154,0.372505,-9.745899,-0.799566
55742019395,1763493662440189177,377762.330346,4128768,0.001061,-0.002683,-0.000544,0.361287,-9.752307,-0.799557
55742999965,1763493662441169748,377762.331346,4128768,0.004758,0.003061,-0.001356,0.364571,-9.758684,-0.802657
55744138980,1763493662442308762,377762.332346,4128768,0.003949,-0.001074,-0.004615,0.378788,-9.747433,-0.791465
55745120643,1763493662443290425,377762.333346,4128768,0.002675,0.001804,-0.001371,0.362931,-9.755526,-0.797932
55746115806,1763493662444285588,377762.334346,4128768,0.001050,-0.001039,-0.000570,0.354989,-9.750708,-0.804366
55747096321,1763493662445266103,377762.335346,4128768,0.001495,-0.003559,-0.003009,0.366137,-9.750723,-0.807433
55748076688,1763493662446246470,377762.336346,4128768,0.003901,-0.002690,0.000702,0.369245,-9.753882,-0.802583
55749066666,1763493662447236448,377762.337346,4128768,0.002687,0.000195,-0.000544,0.378789,-9.747534,-0.804181
55750047348,1763493662448217149,377762.338346,4128768,-0.000155,-0.005612,-0.003418,0.375685,-9.747458,-0.802627
55751027270,1763493662449197071,377762.339346,4128768,0.004774,-0.001072,-0.005441,0.380309,-9.737818,-0.794669
55752007711,1763493662450177493,377762.340346,4128768,0.005977,0.001832,-0.001745,0.388362,-9.747426,-0.802478
55753015411,1763493662451185193,377762.341346,4128768,0.003904,-0.001464,0.001100,0.380388,-9.753848,-0.796182
55753996148,1763493662452165931,377762.342346,4128768,0.001066,-0.000650,-0.003423,0.365855,-9.744295,-0.785138
55754986367,1763493662453156168,377762.343346,4128768,0.002272,0.002242,-0.002194,0.362752,-9.742642,-0.785231
55756125733,1763493662454295516,377762.344346,4128768,0.001871,-0.001882,-0.002178,0.362835,-9.747471,-0.794728
55757107341,1763493662455277123,377762.345346,4128768,-0.002587,-0.003951,-0.003024,0.377128,-9.742647,-0.789889
55758087597,1763493662456257398,377762.346346,4128768,0.001076,0.000213,-0.002603,0.375557,-9.733112,-0.791581
55759082945,1763493662457252727,377762.347346,4128768,0.004328,0.000164,-0.003395,0.353189,-9.744281,-0.788447
55760078534,1763493662458248316,377762.348346,4128768,-0.000146,0.000174,-0.002610,0.367543,-9.741087,-0.783670
55761060197,1763493662459229980,377762.349346,4128768,0.001460,0.001421,-0.002189,0.370854,-9.737941,-0.805871
55762040953,1763493662460210735,377762.350346,4128768,0.000650,0.001444,-0.001381,0.364407,-9.734718,-0.797964
55763021486,1763493662461191287,377762.351346,4128768,-0.000611,0.000158,-0.001806,0.361216,-9.734723,-0.794836
55764020057,1763493662462189839,377762.352346,4128768,0.001456,0.001011,-0.000561,0.356473,-9.753877,-0.793155
55765039164,1763493662463208965,377762.353346,4128768,0.001862,0.004318,-0.000581,0.359700,-9.749137,-0.794823
55766019494,1763493662464189277,377762.354346,4128768,0.002677,0.001009,-0.002192,0.366008,-9.747517,-0.788389
55767014843,1763493662465184643,377762.355346,4128768,0.001887,-0.001502,-0.003826,0.366061,-9.749105,-0.794749
55768154376,1763493662466324158,377762.356346,4128768,-0.003814,-0.000275,-0.005080,0.369205,-9.753929,-0.797809
55768990465,1763493662467160247,377762.357346,4128768,0.001487,0.000996,-0.002614,0.362937,-9.758717,-0.802684
55769990462,1763493662468160262,377762.358346,4128768,-0.000172,0.000592,-0.000153,0.364554,-9.744337,-0.807462
55771129402,1763493662469299184,377762.359346,4128768,-0.000571,-0.003510,-0.001368,0.370888,-9.741140,-0.807442
55772109824,1763493662470279607,377762.360346,4128768,0.001496,0.001406,-0.003835,0.366163,-9.737964,-0.807574
55773091413,1763493662471261214,377762.361346,4128768,-0.002225,-0.001062,-0.000566,0.356485,-9.741072,-0.798023
55774104206,1763493662472273988,377762.362346,4128768,0.001476,0.001007,0.000258,0.346983,-9.744308,-0.804418
55775084369,1763493662473254170,377762.363346,4128768,-0.002599,0.000183,-0.001400,0.364532,-9.747494,-0.804338
55776064773,1763493662474234556,377762.364346,4128768,0.000685,-0.001907,-0.005072,0.372445,-9.742708,-0.797899
55777046233,1763493662475216033,377762.365346,4128768,-0.001373,0.000157,-0.001787,0.377180,-9.739503,-0.794701
55778026266,1763493662476196049,377762.366346,4128768,0.001896,0.001013,-0.004254,0.375481,-9.734691,-0.785177
55779015707,1763493662477185489,377762.367346,4128768,-0.001809,0.001003,-0.001407,0.367625,-9.753778,-0.794665
55780154944,1763493662478324745,377762.368346,4128768,-0.000989,0.000209,-0.000578,0.358156,-9.745851,-0.796437
55780995163,1763493662479164945,377762.369346,4128768,-0.000990,-0.001455,-0.001391,0.374138,-9.745798,-0.799546
55781991493,1763493662480161275,377762.370346,4128768,-0.001384,-0.003134,-0.003030,0.359712,-9.742708,-0.790089
55783140915,1763493662481310715,377762.371346,4128768,-0.000973,-0.001079,-0.004673,0.354777,-9.744265,-0.778930
55784121559,1763493662482291212,377762.372346,4128768,-0.000140,-0.002705,-0.002596,0.372440,-9.733082,-0.797970
55785102426,1763493662483272097,377762.373346,4128768,0.000652,-0.000235,-0.004260,0.367581,-9.731558,-0.794838
55786082923,1763493662484252723,377762.374346,4128768,0.002702,0.000170,-0.002594,0.367681,-9.741135,-0.809064
55787063308,1763493662485233090,377762.375346,4128768,0.000629,0.000590,-0.001382,0.359625,-9.747527,-0.794723
55788059082,1763493662486228864,377762.376346,4128768,-0.003858,-0.001865,0.001885,0.361259,-9.747517,-0.793151
55789062227,1763493662487232009,377762.377346,4128768,0.001439,0.001874,0.000256,0.361399,-9.742741,-0.805920
55790053482,1763493662488223265,377762.378346,4128768,-0.005885,0.000572,-0.002241,0.362807,-9.742715,-0.793184
55791033794,1763493662489203576,377762.379346,4128768,-0.001835,0.001423,0.001869,0.362864,-9.736316,-0.794857
55792014235,1763493662490184017,377762.380346,4128768,-0.003016,-0.005610,-0.000962,0.367613,-9.728310,-0.796436
55792995916,1763493662491165699,377762.381346,4128768,-0.001395,0.003487,-0.000592,0.370763,-9.736330,-0.785206
55793976117,1763493662492145899,377762.382346,4128768,-0.005085,-0.001464,0.000237,0.372446,-9.763474,-0.786665
55795129909,1763493662493299691,377762.383346,4128768,-0.000558,0.000166,-0.002195,0.370861,-9.753875,-0.789953
55796109813,1763493662494279595,377762.384346,4128768,0.004348,0.005114,-0.003426,0.351745,-9.758711,-0.804289
55797090957,1763493662495260740,377762.385346,4128768,0.001465,-0.000631,-0.000570,0.367723,-9.755512,-0.807398
55798071472,1763493662496241255,377762.386346,4128768,0.002290,-0.000230,-0.002600,0.364584,-9.745934,-0.805922
55799060580,1763493662497230362,377762.387346,4128768,-0.003421,-0.000219,-0.000588,0.367719,-9.753912,-0.804254
55800041354,1763493662498211136,377762.388346,4128768,-0.001810,-0.001464,-0.000972,0.370923,-9.742705,-0.805871
55801022943,1763493662499192577,377762.389346,4128768,-0.000167,0.001828,-0.001791,0.354968,-9.753909,-0.804345
55802029847,1763493662500199629,377762.390346,4128768,0.003887,-0.001020,0.001103,0.370789,-9.747448,-0.791535
55803010288,1763493662501180070,377762.391346,4128768,0.001857,-0.003926,0.000701,0.372396,-9.733076,-0.794813
55804148858,1763493662502318659,377762.392346,4128768,0.001069,-0.000653,-0.001363,0.373948,-9.728280,-0.794785
55804982966,1763493662503152748,377762.393346,4128768,-0.001001,-0.001038,-0.000985,0.364380,-9.736312,-0.794817
55806122295,1763493662504292078,377762.394346,4128768,-0.000181,-0.000656,-0.003015,0.361276,-9.744292,-0.794822
55807102477,1763493662505272259,377762.395346,4128768,-0.004267,-0.003962,-0.000983,0.359692,-9.749064,-0.796392
55808082770,1763493662506252552,377762.396346,4128768,0.000638,0.001397,-0.003024,0.361265,-9.741117,-0.796444
55809105155,1763493662507274937,377762.397346,4128768,0.000666,-0.000217,-0.002616,0.364510,-9.747508,-0.801135
55810086040,1763493662508255841,377762.398346,4128768,-0.000530,-0.000242,-0.003425,0.362834,-9.749098,-0.804224
55811066537,1763493662509236319,377762.399346,4128768,0.001078,0.000586,-0.000957,0.373899,-9.736261,-0.796217
55812046811,1763493662510216594,377762.400346,4128768,0.001436,-0.001468,-0.001361,0.369197,-9.733088,-0.794755
55813030252,1763493662511200053,377762.401346,4128768,-0.003449,-0.001874,0.001056,0.367629,-9.739413,-0.786867
55814010841,1763493662512180624,377762.402346,4128768,0.005928,0.001023,0.001522,0.364541,-9.744350,-0.807518
55814991319,1763493662513161120,377762.403346,4128768,0.003120,-0.004764,-0.000537,0.364531,-9.736317,-0.804363
55815986445,1763493662514156228,377762.404346,4128768,0.001859,-0.003098,0.002316,0.378814,-9.742691,-0.801047
55816986257,1763493662515156039,377762.405346,4128768,0.003928,0.000184,-0.003007,0.377311,-9.745892,-0.797936
55818125641,1763493662516295442,377762.406346,4128768,0.001884,0.001391,-0.003008,0.372445,-9.756957,-0.781959
55819114545,1763493662517284328,377762.407346,4128768,0.002685,0.001021,0.001498,0.367798,-9.749084,-0.810643
55820095282,1763493662518265083,377762.408346,4128768,0.002657,-0.001861,0.003551,0.366098,-9.747427,-0.796339
55821076760,1763493662519246543,377762.409346,4128768,0.000260,0.000162,-0.000560,0.364479,-9.763462,-0.789924
55822056961,1763493662520226743,377762.410346,4128768,0.000246,-0.001060,-0.003029,0.374132,-9.763421,-0.802558
55823052179,1763493662521221962,377762.411346,4128768,-0.002240,0.000169,-0.000175,0.364498,-9.750660,-0.801071
55824032694,1763493662522202477,377762.412346,4128768,-0.002606,-0.004378,-0.001399,0.364433,-9.737864,-0.791610
55825014469,1763493662523184251,377762.413346,4128768,0.004353,-0.001049,-0.001764,0.374016,-9.750620,-0.778842
55825995039,1763493662524164821,377762.414346,4128768,0.000643,0.000197,-0.002207,0.366354,-9.765146,-0.823302
55826997128,1763493662525166892,377762.415346,4128768,-0.003040,0.001813,-0.001403,0.378922,-9.761786,-0.799399
55827989217,1763493662526159018,377762.416346,4128768,0.003489,0.002654,-0.000139,0.370886,-9.744303,-0.797944
55829022899,1763493662527192681,377762.417346,4128768,0.000656,0.000194,-0.003042,0.372333,-9.747507,-0.800957
55830020654,1763493662528190437,377762.418346,4128768,0.000269,-0.003118,-0.003008,0.375598,-9.745874,-0.796305
55831159706,1763493662529329488,377762.419346,4128768,0.001481,-0.001868,0.000265,0.380350,-9.747444,-0.796184
55831987073,1763493662530156874,377762.420346,4128768,0.003108,-0.002305,-0.004238,0.369357,-9.749085,-0.802701
55832987051,1763493662531156834,377762.421346,4128768,0.003088,0.001843,0.000266,0.356494,-9.749078,-0.791622
55834126769,1763493662532296570,377762.422346,4128768,-0.000987,0.000182,-0.000973,0.375567,-9.742676,-0.793108
55835106933,1763493662533276715,377762.423346,4128768,-0.000197,-0.000214,-0.000568,0.369287,-9.739479,-0.799528
55836086966,1763493662534256748,377762.424346,4128768,-0.000194,-0.001455,0.000243,0.356496,-9.741153,-0.801176
55837083333,1763493662535253115,377762.425346,4128768,-0.003014,-0.002713,-0.003424,0.370807,-9.733135,-0.801115
55838063811,1763493662536233612,377762.426346,4128768,-0.002627,-0.002716,-0.000162,0.350158,-9.750661,-0.793268
55839054215,1763493662537223997,377762.427346,4128768,-0.001810,-0.004763,-0.002201,0.364501,-9.749073,-0.801097
55840034822,1763493662538204623,377762.428346,4128768,-0.000165,0.001405,-0.000983,0.358224,-9.752304,-0.804367
55841016374,1763493662539186157,377762.429346,4128768,-0.001428,-0.002251,0.001885,0.366168,-9.749056,-0.805887
55841996667,1763493662540166449,377762.430346,4128768,-0.001403,-0.004760,-0.000959,0.374161,-9.745943,-0.815356
55842987941,1763493662541157742,377762.431346,4128768,-0.006305,-0.000251,0.001440,0.362738,-9.744358,-0.791529
55843996067,1763493662542165850,377762.432346,4128768,-0.003843,0.004696,-0.002662,0.378926,-9.747452,-0.815304
55844991860,1763493662543161642,377762.433346,4128768,-0.002625,-0.000633,-0.000174,0.377249,-9.742682,-0.801050
55846130819,1763493662544300638,377762.434346,4128768,-0.005459,-0.002726,-0.003040,0.362862,-9.745853,-0.786864
55847110890,1763493662545280690,377762.435346,4128768,-0.002159,0.000594,-0.004249,0.358172,-9.747488,-0.802727
55848091145,1763493662546260928,377762.436346,4128768,-0.000153,0.000186,-0.003022,0.363001,-9.757155,-0.821731
55849094883,1763493662547264665,377762.437346,4128768,-0.001437,-0.001052,0.000665,0.372532,-9.745853,-0.799489
55850075898,1763493662548245680,377762.438346,4128768,-0.000198,-0.001854,0.001479,0.366145,-9.766653,-0.797893
55851071431,1763493662549241213,377762.439346,4128768,0.001019,0.003513,0.001882,0.362883,-9.749099,-0.801088
55852051872,1763493662550221654,377762.440346,4128768,-0.000613,0.005141,-0.001017,0.354801,-9.739508,-0.788517
55853038850,1763493662551208632,377762.441346,4128768,-0.002626,-0.000651,-0.001386,0.377295,-9.749083,-0.801064
55854018976,1763493662552188777,377762.442346,4128768,0.000680,0.000581,-0.002618,0.378870,-9.750651,-0.801007
55855158083,1763493662553327865,377762.443346,4128768,-0.005068,-0.003951,0.000626,0.372387,-9.736351,-0.799486
55855985599,1763493662554155399,377762.444346,4128768,-0.001406,-0.001465,0.000256,0.366044,-9.731550,-0.804374
55857125150,1763493662555294932,377762.445346,4128768,-0.003040,0.002227,-0.000589,0.362939,-9.749067,-0.807496
55858120184,1763493662556289966,377762.446346,4128768,-0.003839,-0.000256,-0.001395,0.367738,-9.758650,-0.801064
55859116606,1763493662557286388,377762.447346,4128768,-0.001790,-0.005601,-0.001371,0.370856,-9.757069,-0.791508
55860098288,1763493662558268070,377762.448346,4128768,-0.003450,0.000593,0.001045,0.385118,-9.741058,-0.794612
55861080414,1763493662559250196,377762.449346,4128768,-0.002622,-0.001052,-0.000986,0.369268,-9.745905,-0.808957
55862060744,1763493662560230544,377762.450346,4128768,-0.004264,-0.002728,-0.002215,0.361263,-9.744318,-0.793187
55863041110,1763493662561210893,377762.451346,4128768,0.000214,-0.003082,0.003556,0.354887,-9.739496,-0.807525
55864042514,1763493662562212297,377762.452346,4128768,0.001446,0.001027,0.000259,0.354931,-9.737852,-0.801268
55865045603,1763493662563215386,377762.453346,4128768,-0.001419,-0.000620,0.001490,0.370958,-9.747475,-0.804290
55866026081,1763493662564195864,377762.454346,4128768,-0.004268,-0.001874,-0.002239,0.367736,-9.739635,-0.809140
55867165077,1763493662565334860,377762.455346,4128768,-0.003833,-0.000241,-0.003032,0.366046,-9.749104,-0.797912
55867982148,1763493662566151931,377762.456346,4128768,0.000243,-0.001069,-0.002203,0.369337,-9.736357,-0.807526
55868994404,1763493662567164186,377762.457346,4128768,-0.004238,0.001770,-0.003028,0.367691,-9.755507,-0.805757
55870134067,1763493662568303849,377762.458346,4128768,0.000201,0.001027,0.001471,0.362832,-9.741117,-0.791645
55871114285,1763493662569284068,377762.459346,4128768,-0.000173,-0.003515,0.000276,0.359714,-9.745913,-0.794783
