monotonic_ns,timestamp_ns,time_s,status,pqr_P_rad_s,pqr_Q_rad_s,pqr_R_rad_s,acc_X_m_s2,acc_Y_m_s2,acc_Z_m_s2
16988966576,1763493623687136340,377723.577346,4128768,-0.000959,-0.000649,-0.002212,0.362900,-9.744174,-0.796411
16989968684,1763493623688138466,377723.578346,4128768,-0.001378,-0.000648,-0.003027,0.364625,-9.737856,-0.813929
16990949847,1763493623689119629,377723.579346,4128768,-0.000582,-0.000631,0.000649,0.377291,-9.739450,-0.810612
16991930936,1763493623690100737,377723.580346,4128768,-0.002583,-0.000234,-0.001810,0.367737,-9.741104,-0.812253
16992911840,1763493623691081641,377723.581346,4128768,-0.003830,-0.000651,-0.003063,0.353319,-9.755499,-0.793226
16993918836,1763493623692088637,377723.582346,4128768,-0.000594,0.001411,-0.000989,0.359637,-9.744220,-0.797941
16994899370,1763493623693069152,377723.583346,4128768,-0.001395,-0.001472,-0.000562,0.367703,-9.747451,-0.810554
16996039032,1763493623694208852,377723.584346,4128768,-0.004245,-0.001902,-0.002229,0.354811,-9.733074,-0.798025
16997021584,1763493623695191367,377723.585346,4128768,-0.003045,-0.000210,0.001055,0.359667,-9.753825,-0.796301
16998002396,1763493623696172178,377723.586346,4128768,-0.000936,0.000577,-0.004688,0.362943,-9.744221,-0.791668
16998992966,1763493623697162749,377723.587346,4128768,-0.000976,0.000190,-0.002230,0.361469,-9.739454,-0.815501
16999973444,1763493623698143245,377723.588346,4128768,-0.002610,-0.000645,0.000247,0.363043,-9.745850,-0.810731
17000970330,1763493623699140130,377723.589346,4128768,0.001082,0.000181,-0.001382,0.370956,-9.753795,-0.805788
17001986289,1763493623700155830,377723.590346,4128768,0.001908,0.002653,-0.001380,0.390027,-9.750566,-0.805672
17002974563,1763493623701144364,377723.591346,4128768,-0.005870,-0.003558,-0.001412,0.367690,-9.749029,-0.793167
17003955652,1763493623702125453,377723.592346,4128768,0.000659,-0.002296,0.000266,0.372421,-9.750641,-0.797802
17004937389,1763493623703107172,377723.593346,4128768,-0.001769,-0.001884,-0.000971,0.374044,-9.742652,-0.805784
17005917997,1763493623704087798,377723.594346,4128768,-0.000978,-0.001467,-0.002610,0.380473,-9.736149,-0.802650
17006899105,1763493623705068905,377723.595346,4128768,-0.001405,0.000201,-0.000174,0.378884,-9.740995,-0.799503
17007895008,1763493623706064809,377723.596346,4128768,0.001853,-0.002257,0.003141,0.383734,-9.744226,-0.805783
17008928764,1763493623707098417,377723.597346,4128768,0.000657,0.002234,-0.002618,0.372545,-9.744256,-0.801123
17009917594,1763493623708087395,377723.598346,4128768,0.000264,-0.001085,-0.002198,0.378948,-9.747450,-0.807402
17010899035,1763493623709068817,377723.599346,4128768,0.003896,0.000192,0.000270,0.372500,-9.744254,-0.801086
17012038568,1763493623710208368,377723.600346,4128768,-0.000958,0.000564,-0.003427,0.369322,-9.744244,-0.802688
17013019342,1763493623711189143,377723.601346,4128768,-0.000153,-0.000221,-0.001403,0.377266,-9.764965,-0.802473
17014000709,1763493623712170510,377723.602346,4128768,0.002735,0.002645,-0.003423,0.354817,-9.739447,-0.786892
17014996964,1763493623713166747,377723.603346,4128768,-0.002586,-0.001473,-0.002623,0.369299,-9.747469,-0.802660
17015978146,1763493623714147947,377723.604346,4128768,0.002263,0.003090,-0.000568,0.366124,-9.758604,-0.796289
17016960735,1763493623715130517,377723.605346,4128768,0.000252,0.001007,-0.001792,0.364603,-9.752246,-0.805870
17017941528,1763493623716111310,377723.606346,4128768,0.001475,0.000154,-0.002594,0.359753,-9.745841,-0.804307
17018942747,1763493623717112529,377723.607346,4128768,0.006772,0.001446,-0.000935,0.371052,-9.749035,-0.807484
17019998354,1763493623718167784,377723.608346,4128768,0.003124,0.001827,-0.002613,0.364409,-9.745819,-0.799447
17020991110,1763493623719160910,377723.609346,4128768,-0.001371,0.000177,0.000666,0.366174,-9.745834,-0.805889
17021986587,1763493623720156407,377723.610346,4128768,0.002678,0.001410,0.001510,0.370902,-9.737886,-0.807454
17022967621,1763493623721137422,377723.611346,4128768,0.003085,0.002273,0.001898,0.364449,-9.745806,-0.791544
17023954006,1763493623722123566,377723.612346,4128768,0.001455,0.001856,0.000664,0.370865,-9.739431,-0.791615
17024958632,1763493623723128285,377723.613346,4128768,0.001056,-0.001468,-0.000564,0.359698,-9.739505,-0.801227
17025991369,1763493623724161059,377723.614346,4128768,-0.000977,0.003064,-0.001416,0.369260,-9.744259,-0.796312
17027030903,1763493623725200704,377723.615346,4128768,-0.001376,-0.001892,-0.003018,0.375601,-9.739416,-0.796232
17028011844,1763493623726181626,377723.616346,4128768,0.003110,0.000597,-0.002186,0.364500,-9.749010,-0.807436
17029027933,1763493623727197715,377723.617346,4128768,0.002733,0.001431,-0.002595,0.364496,-9.750646,-0.804243
17030009855,1763493623728179656,377723.618346,4128768,0.000233,-0.002272,0.000673,0.380542,-9.750587,-0.802582
17030994685,1763493623729164245,377723.619346,4128768,0.005573,-0.001035,-0.002572,0.372440,-9.734630,-0.799500
17031981885,1763493623730151686,377723.620346,4128768,-0.000586,0.000177,-0.000965,0.382015,-9.749034,-0.802517
17032978418,1763493623731148219,377723.621346,4128768,0.001897,-0.000236,-0.002189,0.354763,-9.745800,-0.788413
17034010952,1763493623732180734,377723.622346,4128768,0.001073,0.001410,-0.002607,0.372504,-9.749035,-0.802610
17034995541,1763493623733165342,377723.623346,4128768,0.004746,0.003470,-0.003020,0.369363,-9.749146,-0.816897
17035992445,1763493623734162246,377723.624346,4128768,0.004762,0.000606,-0.003411,0.377177,-9.734692,-0.797870
17036975756,1763493623735145538,377723.625346,4128768,0.003135,-0.001489,-0.002991,0.362872,-9.739506,-0.805868
17037957012,1763493623736126794,377723.626346,4128768,0.000674,-0.001881,-0.000545,0.367612,-9.737796,-0.790019
17038982175,1763493623737151976,377723.627346,4128768,0.003532,-0.001060,-0.001336,0.372553,-9.737852,-0.805924
17039965356,1763493623738135139,377723.628346,4128768,0.000233,0.001839,0.000240,0.372447,-9.757003,-0.799413
17040947908,1763493623739117728,377723.629346,4128768,0.002703,-0.003936,0.000688,0.362893,-9.745832,-0.794806
17041928757,1763493623740098558,377723.630346,4128768,0.000670,-0.003527,-0.003409,0.374070,-9.734674,-0.801119
17042924679,1763493623741094480,377723.631346,4128768,-0.000950,-0.000242,-0.002606,0.361371,-9.745843,-0.801192
17043931398,1763493623742101087,377723.632346,4128768,0.001920,-0.005169,-0.002997,0.369262,-9.744204,-0.794765
17045039671,1763493623743209435,377723.633346,4128768,0.002745,-0.000235,-0.005054,0.361417,-9.755460,-0.807481
17046028390,1763493623744197858,377723.634346,4128768,0.003141,0.001822,-0.002597,0.378815,-9.757032,-0.799323
17047009701,1763493623745179502,377723.635346,4128768,0.004367,-0.003124,-0.003389,0.369165,-9.733039,-0.796352
17047990420,1763493623746160202,377723.636346,4128768,0.001489,-0.003105,-0.000134,0.380430,-9.747455,-0.794631
17048999139,1763493623747168903,377723.637346,4128768,0.000640,0.000591,0.000257,0.372460,-9.741014,-0.794752
17049996043,1763493623748165862,377723.638346,4128768,0.005988,0.000182,-0.002586,0.362877,-9.747447,-0.793183
17050977465,1763493623749147266,377723.639346,4128768,0.002705,-0.002280,-0.001773,0.372608,-9.750627,-0.813773
17051958499,1763493623750128281,377723.640346,4128768,-0.000531,-0.000673,-0.004655,0.370830,-9.742619,-0.805827
17052954051,1763493623751123518,377723.641346,4128768,0.004335,0.000190,-0.000948,0.364487,-9.741073,-0.805908
17053942399,1763493623752112181,377723.642346,4128768,0.003118,-0.002697,-0.002982,0.366030,-9.732990,-0.797972
17054923673,1763493623753093474,377723.643346,4128768,0.001032,0.002661,-0.000155,0.369266,-9.745785,-0.794764
17055904799,1763493623754074582,377723.644346,4128768,0.000287,-0.001468,-0.003835,0.369242,-9.744239,-0.797942
17056907203,1763493623755077004,377723.645346,4128768,0.001515,0.000166,-0.002604,0.365890,-9.731415,-0.785247
17057896718,1763493623756066519,377723.646346,4128768,0.005188,-0.001893,-0.003789,0.370886,-9.753838,-0.802587
17058951307,1763493623757120941,377723.647346,4128768,0.001066,-0.002292,0.001083,0.358020,-9.749006,-0.789985
17059942785,1763493623758112604,377723.648346,4128768,0.003105,-0.001054,0.000689,0.375658,-9.752178,-0.789925
17060927189,1763493623759096860,377723.649346,4128768,0.001494,-0.000654,-0.002171,0.371029,-9.749063,-0.804308
17061916129,1763493623760085912,377723.650346,4128768,0.001853,-0.000629,0.000675,0.372490,-9.742649,-0.804273
17062896533,1763493623761066316,377723.651346,4128768,0.003941,-0.001039,-0.002992,0.358104,-9.739418,-0.791707
17063951974,1763493623762121775,377723.652346,4128768,0.001894,-0.002689,-0.000532,0.370965,-9.748960,-0.801125
17064936415,1763493623763105882,377723.653346,4128768,0.003885,0.000218,0.003969,0.367637,-9.736277,-0.794793
17065924319,1763493623764094101,377723.654346,4128768,0.001500,-0.002291,-0.000956,0.351784,-9.742682,-0.798091
17066910112,1763493623765079801,377723.655346,4128768,0.004754,-0.002275,-0.000120,0.373928,-9.737783,-0.777308
17067894164,1763493623766063946,377723.656346,4128768,-0.000947,-0.002701,-0.001365,0.369284,-9.736254,-0.802754
17069039919,1763493623767209590,377723.657346,4128768,0.002702,0.001425,0.000267,0.369116,-9.736233,-0.786791
17070018174,1763493623768187864,377723.658346,4128768,0.000621,-0.001033,0.003954,0.361282,-9.752213,-0.786812
17071015560,1763493623769185361,377723.659346,4128768,0.004727,0.001445,0.000285,0.367696,-9.737854,-0.801168
17072001704,1763493623770171265,377723.660346,4128768,-0.003818,-0.001907,-0.003042,0.367658,-9.742585,-0.790050
17072997608,1763493623771167168,377723.661346,4128768,0.000281,-0.002695,-0.000942,0.367646,-9.760189,-0.783529
17073989975,1763493623772159628,377723.662346,4128768,-0.000170,0.001859,0.000654,0.355092,-9.742614,-0.804421
17074972546,1763493623773142346,377723.663346,4128768,0.003561,0.001819,-0.004221,0.361374,-9.737817,-0.801214
17076023746,1763493623774193176,377723.664346,4128768,0.001873,0.000195,0.000272,0.359772,-9.747443,-0.796368
17077017483,1763493623775187172,377723.665346,4128768,-0.001773,-0.003144,-0.002187,0.374012,-9.758612,-0.799334
17078142738,1763493623776312428,377723.666346,4128768,0.003100,-0.003935,-0.000522,0.359572,-9.744227,-0.797880
17079029550,1763493623777199110,377723.667346,4128768,-0.001388,-0.002698,-0.000581,0.369314,-9.752246,-0.810524
17080025620,1763493623778195421,377723.668346,4128768,0.001060,0.000163,-0.000138,0.370768,-9.747338,-0.783600
17081026228,1763493623779195899,377723.669346,4128768,0.001097,0.001828,-0.002618,0.361424,-9.747493,-0.807534
17082021928,1763493623780191617,377723.670346,4128768,-0.001000,0.001825,0.001472,0.369153,-9.750609,-0.788321
17083013683,1763493623781183281,377723.671346,4128768,-0.000968,-0.002307,0.000266,0.359671,-9.745781,-0.788414
17084006754,1763493623782176296,377723.672346,4128768,0.003519,-0.001467,-0.000932,0.375579,-9.734604,-0.794682
17085018676,1763493623783188329,377723.673346,4128768,0.001929,-0.001064,-0.002581,0.383557,-9.732979,-0.789944
17086007821,1763493623784177677,377723.674346,4128768,0.002728,-0.002325,-0.003401,0.366087,-9.745829,-0.797904
17088654756,1763493623786824242,377723.675346,4128768,0.001472,0.003049,-0.001798,0.370803,-9.747396,-0.793086
17088687145,1763493623786857001,377723.676346,4128768,0.002702,0.003491,-0.000567,0.346997,-9.755443,-0.798008
17088924773,1763493623787094556,377723.677346,4128768,0.000262,0.001416,-0.000981,0.359659,-9.740981,-0.788456
17089963862,1763493623788133570,377723.678346,4128768,-0.001787,-0.001058,-0.001386,0.373959,-9.745766,-0.793059
17090951692,1763493623789121493,377723.679346,4128768,0.002663,0.003492,-0.000551,0.370866,-9.737860,-0.799526
17091960688,1763493623790129786,377723.680346,4128768,0.003092,0.000206,0.000683,0.367607,-9.742579,-0.786816
17092954963,1763493623791124412,377723.681346,4128768,0.002285,-0.000638,-0.002614,0.358089,-9.742657,-0.788505
17093949552,1763493623792119223,377723.682346,4128768,0.000264,-0.001077,-0.003020,0.356544,-9.739491,-0.813870
17094944567,1763493623793114238,377723.683346,4128768,-0.002571,0.000179,-0.002218,0.366190,-9.750635,-0.812196
17095940674,1763493623794110253,377723.684346,4128768,-0.000174,-0.001063,0.001483,0.366166,-9.737819,-0.815462
17096933689,1763493623795103323,377723.685346,4128768,0.000641,-0.000636,-0.000970,0.367763,-9.750644,-0.807465
17097924926,1763493623796094616,377723.686346,4128768,-0.000155,0.000567,-0.003021,0.359887,-9.757066,-0.804372
17099030422,1763493623797199871,377723.687346,4128768,-0.000563,0.002664,0.000237,0.356434,-9.750652,-0.782095
17100027919,1763493623798197497,377723.688346,4128768,0.000609,-0.002691,0.001901,0.351700,-9.736246,-0.794892
17101023563,1763493623799193049,377723.689346,4128768,-0.001803,0.002250,-0.003458,0.350196,-9.756933,-0.793268
17102018597,1763493623800188286,377723.690346,4128768,-0.002216,-0.001875,0.000247,0.365959,-9.750591,-0.783590
17103008982,1763493623801178672,377723.691346,4128768,0.001045,0.000192,-0.002197,0.351716,-9.741038,-0.801202
17104002849,1763493623802172298,377723.692346,4128768,-0.003006,-0.003535,-0.002216,0.364463,-9.741003,-0.790033
17104997382,1763493623803166702,377723.693346,4128768,0.003897,-0.002274,0.001109,0.364535,-9.753789,-0.797900
17106013008,1763493623804182568,377723.694346,4128768,0.001482,0.000594,-0.002209,0.358139,-9.739482,-0.801182
17107003301,1763493623805172880,377723.695346,4128768,-0.002212,-0.001492,-0.003859,0.359765,-9.744212,-0.805898
17107999112,1763493623806168784,377723.696346,4128768,-0.000562,-0.000247,-0.002629,0.362959,-9.741053,-0.805921
17109045572,1763493623807214928,377723.697346,4128768,-0.002591,-0.002314,-0.005088,0.359722,-9.726730,-0.807593
17110039716,1763493623808209295,377723.698346,4128768,-0.001798,-0.000247,-0.000979,0.364413,-9.737853,-0.791611
17111032027,1763493623809201884,377723.699346,4128768,-0.003802,0.000992,-0.002231,0.370838,-9.744190,-0.791556
17112021765,1763493623810191473,377723.700346,4128768,-0.003034,-0.001044,0.000637,0.361375,-9.755390,-0.799482
17113048928,1763493623811217914,377723.701346,4128768,-0.003817,-0.000660,-0.001403,0.364499,-9.750595,-0.794707
17113926573,1763493623812096244,377723.702346,4128768,-0.002621,-0.000230,0.000235,0.357969,-9.750561,-0.778862
17114935736,1763493623813105166,377723.703346,4128768,0.001094,0.000188,-0.002185,0.361260,-9.737781,-0.785341
17115928176,1763493623814097885,377723.704346,4128768,-0.002580,0.001401,-0.003455,0.372481,-9.726659,-0.799589
17116919858,1763493623815089529,377723.705346,4128768,-0.003020,-0.001476,-0.002214,0.358079,-9.745842,-0.793229
17117919151,1763493623816088952,377723.706346,4128768,-0.002630,0.000595,0.001469,0.364385,-9.747427,-0.796274
17118981406,1763493623817150522,377723.707346,4128768,-0.003867,-0.002294,0.000232,0.358032,-9.744240,-0.791634
17119990829,1763493623818160500,377723.708346,4128768,-0.000594,-0.001471,-0.000569,0.361362,-9.752209,-0.801091
17120977640,1763493623819147441,377723.709346,4128768,-0.002190,0.000593,-0.002205,0.374095,-9.742587,-0.799483
17121963914,1763493623820133715,377723.710346,4128768,0.000664,-0.007245,-0.002170,0.366137,-9.744223,-0.796431
17122952781,1763493623821122248,377723.711346,4128768,-0.001378,-0.000247,-0.001385,0.372492,-9.742611,-0.796325
17123944407,1763493623822114097,377723.712346,4128768,-0.004219,-0.001464,-0.003043,0.388429,-9.750607,-0.802519
17124935737,1763493623823105093,377723.713346,4128768,-0.003429,-0.001875,0.001878,0.369248,-9.731451,-0.796391
17125927992,1763493623824097664,377723.714346,4128768,0.003094,0.002248,0.000242,0.374062,-9.747452,-0.799506
17126997618,1763493623825167178,377723.715346,4128768,-0.000974,0.003469,-0.001415,0.372465,-9.757014,-0.799408
17127991430,1763493623826161008,377723.716346,4128768,-0.000565,-0.003517,-0.001383,0.375672,-9.740980,-0.804246
17129042685,1763493623827212097,377723.717346,4128768,-0.000967,-0.001057,-0.002615,0.375749,-9.744211,-0.810616
17130042367,1763493623828212056,377723.718346,4128768,-0.001396,0.001017,0.001056,0.361490,-9.741038,-0.812351
17131047344,1763493623829216627,377723.719346,4128768,-0.002625,-0.005597,0.001496,0.356635,-9.741088,-0.809193
17131979008,1763493623830148346,377723.720346,4128768,0.000274,-0.003922,-0.001377,0.362797,-9.726680,-0.793213
17133063097,1763493623831232453,377723.721346,4128768,-0.005061,-0.000638,-0.001820,0.380414,-9.741019,-0.794639
17133981538,1763493623832150913,377723.722346,4128768,0.003143,-0.002711,-0.001340,0.361355,-9.757003,-0.799455
17134991090,1763493623833160279,377723.723346,4128768,-0.001391,-0.003497,0.000661,0.375550,-9.742554,-0.783574
17135970919,1763493623834140480,377723.724346,4128768,-0.001390,-0.000630,-0.000168,0.366216,-9.742680,-0.809091
17136988564,1763493623835157587,377723.725346,4128768,0.002693,0.000207,0.001096,0.370760,-9.745792,-0.796228
17137997912,1763493623836167213,377723.726346,4128768,-0.003415,0.002230,-0.001826,0.364384,-9.744198,-0.799468
17139033242,1763493623837201987,377723.727346,4128768,-0.001759,-0.002721,-0.003838,0.366126,-9.750599,-0.797942
17139952442,1763493623838121447,377723.728346,4128768,0.000658,-0.001864,0.000687,0.370907,-9.753807,-0.796295
17140968309,1763493623839138110,377723.729346,4128768,-0.001350,0.003872,-0.004686,0.372489,-9.752191,-0.797841
17141949639,1763493623840119421,377723.730346,4128768,0.002698,-0.000226,-0.000534,0.364517,-9.742631,-0.799571
17143052894,1763493623841222473,377723.731346,4128768,0.001104,-0.003535,-0.002590,0.367655,-9.747404,-0.797893
17144042353,1763493623842212154,377723.732346,4128768,-0.000562,0.001423,-0.001810,0.374098,-9.737827,-0.797957
17145026554,1763493623843196225,377723.733346,4128768,0.002280,-0.000639,-0.000960,0.372573,-9.750625,-0.805839
17146007920,1763493623844177721,377723.734346,4128768,-0.000167,-0.002295,-0.001799,0.350139,-9.734673,-0.804463
17146988750,1763493623845158551,377723.735346,4128768,-0.002621,0.000584,-0.001820,0.367681,-9.744208,-0.791596
17147984913,1763493623846154696,377723.736346,4128768,0.000252,0.000179,-0.002206,0.358208,-9.736326,-0.820270
17149035224,1763493623847205007,377723.737346,4128768,-0.000579,-0.002256,0.001897,0.378849,-9.756976,-0.799273
17150018462,1763493623848188244,377723.738346,4128768,0.000654,0.001814,-0.001801,0.370871,-9.740985,-0.797886
17150999236,1763493623849169018,377723.739346,4128768,0.002700,-0.000624,-0.000155,0.366109,-9.752195,-0.797922
17151979732,1763493623850149533,377723.740346,4128768,0.000657,-0.001483,-0.000969,0.367744,-9.747402,-0.807460
17152962377,1763493623851132159,377723.741346,4128768,-0.003820,0.000987,-0.003463,0.366197,-9.752262,-0.812195
17154125225,1763493623852294896,377723.742346,4128768,0.002308,-0.002709,-0.001762,0.375577,-9.752214,-0.799382
17154967166,1763493623853136967,377723.743346,4128768,-0.001767,0.000148,-0.003032,0.367652,-9.753853,-0.805777
17155948422,1763493623854118204,377723.744346,4128768,-0.003424,0.000175,-0.001814,0.364414,-9.755348,-0.794656
17156932585,1763493623855102256,377723.745346,4128768,-0.001771,0.000177,-0.001803,0.364347,-9.739352,-0.783650
17157951729,1763493623856121327,377723.746346,4128768,-0.000582,-0.002707,-0.002202,0.382019,-9.740951,-0.793107
17158980207,1763493623857149878,377723.747346,4128768,0.004781,-0.005185,-0.002580,0.380382,-9.741055,-0.796259
17159964648,1763493623858134449,377723.748346,4128768,-0.000133,-0.000648,-0.002189,0.372475,-9.752201,-0.804210
17160950793,1763493623859120371,377723.749346,4128768,0.000663,-0.003968,-0.001767,0.372416,-9.742620,-0.807390
17161953419,1763493623860123090,377723.750346,4128768,-0.000994,-0.001877,0.001082,0.372433,-9.739370,-0.794783
17162934786,1763493623861104568,377723.751346,4128768,-0.001812,0.001001,-0.000159,0.374140,-9.753756,-0.802612
17163967949,1763493623862137731,377723.752346,4128768,-0.004240,-0.000649,-0.003471,0.356585,-9.744263,-0.802775
17164951038,1763493623863120820,377723.753346,4128768,-0.000565,-0.002277,-0.000977,0.361296,-9.739433,-0.801162
17165936053,1763493623864105594,377723.754346,4128768,-0.002212,-0.000643,0.001472,0.382021,-9.736178,-0.802632
17166923531,1763493623865093331,377723.755346,4128768,0.000229,0.000613,0.001072,0.374010,-9.737781,-0.782115
17167913212,1763493623866083013,377723.756346,4128768,0.000306,0.001811,-0.007117,0.383692,-9.744226,-0.805758
17168958005,1763493623867127787,377723.757346,4128768,0.003109,0.003476,-0.002601,0.366253,-9.757036,-0.815380
17169947890,1763493623868117672,377723.758346,4128768,0.003111,-0.002313,-0.003425,0.367647,-9.741007,-0.797945
17170931146,1763493623869100947,377723.759346,4128768,0.000257,0.001003,-0.000157,0.362995,-9.737883,-0.807571
17171911661,1763493623870081443,377723.760346,4128768,0.000260,-0.002723,-0.000141,0.366106,-9.750704,-0.812159
17172894806,1763493623871064588,377723.761346,4128768,-0.003049,0.001810,-0.000179,0.367783,-9.745859,-0.813775
17174046301,1763493623872216102,377723.762346,4128768,-0.001798,-0.000640,-0.002218,0.377271,-9.741096,-0.805839
17175026576,1763493623873196395,377723.763346,4128768,-0.000138,-0.004352,-0.000551,0.381845,-9.734644,-0.785122
17176022665,1763493623874192466,377723.764346,4128768,0.002314,-0.002277,-0.002585,0.372562,-9.734683,-0.820203
17177004735,1763493623875174536,377723.765346,4128768,-0.000582,0.000582,-0.000970,0.358121,-9.741065,-0.802763
17177985509,1763493623876155292,377723.766346,4128768,-0.003421,-0.002714,-0.001384,0.367918,-9.744322,-0.820228
17178989247,1763493623877158992,377723.767346,4128768,0.002709,-0.003105,-0.000947,0.372469,-9.745871,-0.807402
17180057687,1763493623878227358,377723.768346,4128768,0.003521,0.003074,-0.002599,0.359842,-9.749125,-0.823374
17180961203,1763493623879130985,377723.769346,4128768,-0.001377,-0.001480,-0.002207,0.366052,-9.739405,-0.804289
17181944106,1763493623880113889,377723.770346,4128768,0.002276,0.000635,-0.000149,0.375625,-9.732931,-0.791610
17182952955,1763493623881122737,377723.771346,4128768,0.002315,-0.000246,-0.001785,0.375794,-9.744292,-0.813810
17183934118,1763493623882103900,377723.772346,4128768,0.001495,0.000182,-0.002597,0.370845,-9.749053,-0.804201
17184915151,1763493623883084971,377723.773346,4128768,0.005148,-0.002284,-0.000117,0.367757,-9.750694,-0.804227
17186054740,1763493623884224522,377723.774346,4128768,-0.003861,0.003067,0.000217,0.375545,-9.745737,-0.796166
17186897885,1763493623885067686,377723.775346,4128768,0.003978,0.000154,-0.005858,0.372414,-9.752147,-0.793092
17188037733,1763493623886207534,377723.776346,4128768,-0.000175,0.003051,-0.001815,0.367631,-9.752129,-0.791499
17188915878,1763493623887085660,377723.777346,4128768,0.002306,-0.000240,-0.001369,0.370943,-9.745852,-0.801108
17189931430,1763493623888101212,377723.778346,4128768,0.005599,0.003075,-0.001354,0.386744,-9.736233,-0.799403
17191169388,1763493623889339096,377723.779346,4128768,0.003497,-0.000628,0.000273,0.382001,-9.736176,-0.796295
17191994830,1763493623890164482,377723.780346,4128768,0.005574,-0.002719,-0.002155,0.364490,-9.750586,-0.793119
17192980308,1763493623891150090,377723.781346,4128768,-0.000535,-0.003541,-0.000145,0.372421,-9.741015,-0.793143
17194042582,1763493623892212253,377723.782346,4128768,0.000295,-0.003553,-0.004644,0.370953,-9.726690,-0.805971
17195023763,1763493623893193583,377723.783346,4128768,0.001487,-0.001028,-0.002182,0.372347,-9.736198,-0.788387
17196005074,1763493623894174857,377723.784346,4128768,0.003513,-0.004335,-0.000533,0.380410,-9.741021,-0.802619
17197001867,1763493623895171668,377723.785346,4128768,0.005159,0.006363,-0.001380,0.372568,-9.741043,-0.812237
17197982475,1763493623896152276,377723.786346,4128768,0.002300,-0.001025,-0.000960,0.362927,-9.742705,-0.801157
17198996304,1763493623897165883,377723.787346,4128768,0.002300,-0.000648,-0.003004,0.362794,-9.745886,-0.794712
17199988653,1763493623898158454,377723.788346,4128768,-0.001793,-0.003126,-0.000553,0.366087,-9.747494,-0.797921
17200970075,1763493623899139858,377723.789346,4128768,0.001871,-0.001877,-0.000136,0.364383,-9.741042,-0.793142
17201950664,1763493623900120484,377723.790346,4128768,0.001511,-0.000237,-0.002185,0.364508,-9.737856,-0.799603
17202931550,1763493623901101350,377723.791346,4128768,0.001874,0.000612,0.000670,0.356531,-9.734718,-0.810727
17203957861,1763493623902127532,377723.792346,4128768,0.003953,-0.003095,-0.000545,0.354855,-9.728313,-0.805978
17204943154,1763493623903112936,377723.793346,4128768,0.005144,-0.000213,0.000695,0.374073,-9.758548,-0.796216
17205929576,1763493623904099025,377723.794346,4128768,0.005562,0.000199,-0.002595,0.378818,-9.742610,-0.794686
17206950276,1763493623905119966,377723.795346,4128768,0.002693,-0.001861,-0.000552,0.382011,-9.742644,-0.793067
17207941680,1763493623906111221,377723.796346,4128768,-0.000550,-0.001045,-0.001396,0.369361,-9.760201,-0.804180
17208981102,1763493623907150847,377723.797346,4128768,0.002727,-0.000636,-0.002186,0.364560,-9.744262,-0.807510
17210421708,1763493623908591064,377723.798346,4128768,0.003519,-0.001050,0.000264,0.378766,-9.734650,-0.801022
17211236038,1763493623909405617,377723.799346,4128768,0.004319,-0.001045,-0.000537,0.380453,-9.742643,-0.802627
17211913832,1763493623910083522,377723.800346,4128768,0.001075,-0.001852,0.001084,0.367806,-9.757030,-0.805876
17213058791,1763493623911228573,377723.801346,4128768,0.002289,-0.001465,-0.000132,0.353414,-9.760290,-0.807466
17214043380,1763493623912212922,377723.802346,4128768,0.007991,-0.001432,0.000716,0.359790,-9.757042,-0.804315
17215037784,1763493623913207455,377723.803346,4128768,0.000645,0.000182,-0.000561,0.378708,-9.741011,-0.788297
17216024151,1763493623914193933,377723.804346,4128768,0.002708,0.003080,-0.001791,0.372353,-9.736258,-0.793113
17217010166,1763493623915179670,377723.805346,4128768,0.000232,-0.001056,0.001080,0.372319,-9.741039,-0.789920
17218019051,1763493623916188741,377723.806346,4128768,0.005597,-0.002299,-0.003800,0.367761,-9.749012,-0.794788
17218920677,1763493623917090052,377723.807346,4128768,0.003119,0.001005,-0.001768,0.369365,-9.756997,-0.801070
17219930637,1763493623918100438,377723.808346,4128768,0.002301,0.001005,-0.002597,0.369352,-9.747456,-0.807441
17220939855,1763493623919109638,377723.809346,4128768,0.003080,-0.000616,0.000279,0.375675,-9.747429,-0.796318
17221924870,1763493623920094671,377723.810346,4128768,0.005176,0.000173,-0.003384,0.370749,-9.742575,-0.775692
17222939700,1763493623921109501,377723.811346,4128768,0.005571,0.001428,-0.002179,0.369201,-9.752217,-0.794647
17223926585,1763493623922096368,377723.812346,4128768,0.001479,0.000207,0.001486,0.374032,-9.749096,-0.807339
17224971045,1763493623923140846,377723.813346,4128768,0.001106,-0.003530,-0.002607,0.364468,-9.739478,-0.801140
17228586865,1763493623926756647,377723.814346,4128768,0.005550,-0.001436,0.001106,0.362981,-9.752245,-0.791686
17228678476,1763493623926848314,377723.815346,4128768,0.000689,0.001828,-0.002614,0.348582,-9.755427,-0.793284
17228698402,1763493623926868258,377723.816346,4128768,-0.000976,0.001813,-0.000992,0.377164,-9.750616,-0.794590
17229055697,1763493623927225479,377723.817346,4128768,0.000680,-0.000647,-0.001785,0.364525,-9.753790,-0.804232
17229911916,1763493623928081717,377723.818346,4128768,-0.002623,-0.001873,0.001070,0.377229,-9.750593,-0.797808
17230901468,1763493623929071250,377723.819346,4128768,0.001876,0.001862,0.000263,0.383651,-9.745839,-0.800996
17231916798,1763493623930086598,377723.820346,4128768,0.000247,-0.000205,-0.000559,0.365960,-9.745829,-0.789955
17232909368,1763493623931079169,377723.821346,4128768,-0.002585,0.001810,-0.004698,0.374082,-9.755436,-0.805739
