timestamp,lat,lon,alt,roll,pitch,yaw,vel_x,vel_y,vel_z
1760399474375104,0.000000000,0.000000000,0.000,0.608077,0.042409,-0.944034,0.000000,0.000000,0.000000
1760399474382183,0.000000000,0.000000000,0.000,0.608073,0.042405,-0.944028,0.000000,0.000000,0.000000
1760399474389110,0.000000000,0.000000000,0.000,0.608077,0.042403,-0.944030,0.000000,0.000000,0.000000
1760399474396071,0.000000000,0.000000000,0.000,0.608078,0.042399,-0.944035,0.000000,0.000000,0.000000
1760399474402999,0.000000000,0.000000000,0.000,0.608082,0.042410,-0.944041,0.000000,0.000000,0.000000
1760399474410107,0.000000000,0.000000000,0.000,0.608075,0.042411,-0.944043,0.000000,0.000000,0.000000
1760399474417054,0.000000000,0.000000000,0.000,0.608081,0.042411,-0.944052,0.000000,0.000000,0.000000
1760399474424126,0.000000000,0.000000000,0.000,0.608084,0.042410,-0.944043,0.000000,0.000000,0.000000
1760399474431121,0.000000000,0.000000000,0.000,0.608082,0.042402,-0.944040,0.000000,0.000000,0.000000
1760399474438049,0.000000000,0.000000000,0.000,0.608083,0.042388,-0.944036,0.000000,0.000000,0.000000
1760399474445093,0.000000000,0.000000000,0.000,0.608082,0.042384,-0.944035,0.000000,0.000000,0.000000
1760399474452194,0.000000000,0.000000000,0.000,0.608094,0.042394,-0.944039,0.000000,0.000000,0.000000
1760399474459046,0.000000000,0.000000000,0.000,0.608100,0.042392,-0.944041,0.000000,0.000000,0.000000
1760399474466002,0.000000000,0.000000000,0.000,0.608108,0.042396,-0.944026,0.000000,0.000000,0.000000
1760399474473124,0.000000000,0.000000000,0.000,0.608104,0.042388,-0.944025,0.000000,0.000000,0.000000
1760399474480040,0.000000000,0.000000000,0.000,0.608103,0.042386,-0.944014,0.000000,0.000000,0.000000
1760399474487123,0.000000000,0.000000000,0.000,0.608101,0.042390,-0.944008,0.000000,0.000000,0.000000
1760399474494025,0.000000000,0.000000000,0.000,0.608095,0.042390,-0.944002,0.000000,0.000000,0.000000
1760399474501110,0.000000000,0.000000000,0.000,0.608097,0.042384,-0.944003,0.000000,0.000000,0.000000
1760399474508057,0.000000000,0.000000000,0.000,0.608101,0.042386,-0.944005,0.000000,0.000000,0.000000
1760399474514995,0.000000000,0.000000000,0.000,0.608098,0.042391,-0.944002,0.000000,0.000000,0.000000
1760399474522079,0.000000000,0.000000000,0.000,0.608105,0.042397,-0.943996,0.000000,0.000000,0.000000
1760399474529080,0.000000000,0.000000000,0.000,0.608107,0.042402,-0.943996,0.000000,0.000000,0.000000
1760399474536005,0.000000000,0.000000000,0.000,0.608106,0.042392,-0.943995,0.000000,0.000000,0.000000
1760399474543103,0.000000000,0.000000000,0.000,0.608104,0.042393,-0.943995,0.000000,0.000000,0.000000
1760399474550054,0.000000000,0.000000000,0.000,0.608094,0.042383,-0.944002,0.000000,0.000000,0.000000
