monotonic_ns,timestamp_ns,temperature_c,status_crit,status_high,status_low
636439332249,1763658839358893715,35.0000,0,0,0
637439401711,1763658840358963399,35.0000,0,0,0
638439473432,1763658841359035065,35.0000,0,0,0
639439544597,1763658842359106157,34.9375,0,0,0
640439617448,1763658843359179081,35.0625,0,0,0
641439686651,1763658844359248210,35.0000,0,0,0
